id,file,education,gender,siglaUf,siglaPartido,region,occupation,ethnicity,age_group
74363,1999.pkl,elementary school,M,AC,PMDB,Norte,veterinarian/agronomist/,,30-40
74364,1999.pkl,high school,M,AC,PT,Norte,teacher,,30-40
74365,1999.pkl,other,M,AC,PT,Norte,other,,40-50
74404,1999.pkl,undergraduate,M,PB,PFL,Nordeste,judge/lawyer/prosecutor,PARDA,40-50
74405,1999.pkl,other,M,PB,PMDB,Nordeste,other,,50-60
74407,1999.pkl,undergraduate,M,PB,PFL,Nordeste,engineer/architect,,40-50
74408,1999.pkl,other,M,PB,PPB,Nordeste,other,,60-70
74412,1999.pkl,other,M,PB,PMDB,Nordeste,other,,60-70
74414,1999.pkl,other,M,PB,PSDB,Nordeste,other,,60-70
74415,1999.pkl,undergraduate,M,PE,PFL,Nordeste,other,,40-50
74416,1999.pkl,undergraduate,M,PE,PSB,Nordeste,broker/economist/banker,,30-40
74417,1999.pkl,undergraduate,M,PE,PT,Nordeste,other,BRANCA,40-50
74419,1999.pkl,other,M,PE,PSB,Nordeste,other,PARDA,50-60
74421,1999.pkl,other,M,PE,PFL,Nordeste,other,,50-60
74422,1999.pkl,other,M,PE,PSDB,Nordeste,other,,40-50
74423,1999.pkl,other,M,PE,PMDB,Nordeste,other,BRANCA,50-60
74425,1999.pkl,other,M,PE,PFL,Nordeste,other,,60-70
74426,1999.pkl,other,M,PE,PFL,Nordeste,other,,40-50
74427,1999.pkl,other,M,PE,PSDB,Nordeste,other,,50-60
74430,1999.pkl,other,M,PE,PFL,Nordeste,other,,60-70
74431,1999.pkl,other,M,PE,PPB,Nordeste,other,,40-50
74434,1999.pkl,undergraduate,M,PE,PPB,Nordeste,engineer/architect,,40-50
74435,1999.pkl,other,M,PE,PSB,Nordeste,other,,50-60
74436,1999.pkl,other,M,PE,PPB,Nordeste,other,,60-70
74439,1999.pkl,high school,M,PE,PDT,Nordeste,other,PARDA,0-30
74440,1999.pkl,other,M,AL,PTB,Nordeste,other,,50-60
74441,1999.pkl,other,M,AL,PFL,Nordeste,other,,40-50
74442,1999.pkl,undergraduate,M,AC,PSDB,Norte,engineer/architect,PARDA,40-50
74443,1999.pkl,elementary school,M,TO,PMDB,Norte,other,,0-30
74444,1999.pkl,high school,M,TO,PPB,Norte,other,,30-40
74445,1999.pkl,other,M,MA,PSDB,Nordeste,other,BRANCA,60-70
74446,1999.pkl,other,M,MA,PSB,Nordeste,other,,40-50
74447,1999.pkl,other,F,MA,PFL,Nordeste,other,,60-70
74448,1999.pkl,undergraduate,M,MA,PSC,Nordeste,judge/lawyer/prosecutor,,30-40
74449,1999.pkl,other,M,MA,PSD*,Nordeste,other,BRANCA,40-50
74450,1999.pkl,other,M,CE,PSDB,Nordeste,other,,50-60
74451,1999.pkl,high school,M,CE,PMDB,Nordeste,public servant,,30-40
74452,1999.pkl,other,M,CE,PMDB,Nordeste,other,,50-60
74453,1999.pkl,high school,M,CE,PSDB,Nordeste,businessperson/entrepreneur,BRANCA,30-40
74454,1999.pkl,other,M,CE,PMDB,Nordeste,other,PARDA,40-50
74455,1999.pkl,high school,M,CE,PSDB,Nordeste,other,,0-30
74456,1999.pkl,undergraduate,M,CE,PSDB,Nordeste,dentist/medic,,50-60
74457,1999.pkl,undergraduate,M,CE,PSDB,Nordeste,public servant,BRANCA,40-50
74458,1999.pkl,undergraduate,M,CE,PSB,Nordeste,engineer/architect,,40-50
74459,1999.pkl,undergraduate,M,PI,PFL,Nordeste,broker/economist/banker,BRANCA,50-60
74460,1999.pkl,other,M,PI,PMDB,Nordeste,other,BRANCA,40-50
74461,1999.pkl,other,M,PI,PMDB,Nordeste,other,,70-80
74462,1999.pkl,high school,M,PI,PT,Nordeste,broker/economist/banker,,30-40
74463,1999.pkl,undergraduate,M,RN,PFL,Nordeste,dentist/medic,,60-70
74464,1999.pkl,other,M,RN,PMDB,Nordeste,other,,40-50
74465,1999.pkl,undergraduate,M,PB,PT,Nordeste,university professor,,30-40
74466,1999.pkl,other,M,PB,PMDB,Nordeste,other,,50-60
74467,1999.pkl,undergraduate,M,PB,PTB,Nordeste,dentist/medic,PRETA,40-50
74468,1999.pkl,other,M,PB,PMDB,Nordeste,other,,40-50
74469,1999.pkl,other,M,PB,PMDB,Nordeste,other,BRANCA,40-50
74470,1999.pkl,other,M,PB,PFL,Nordeste,other,BRANCA,50-60
74471,1999.pkl,undergraduate,M,PE,PFL,Nordeste,judge/lawyer/prosecutor,PARDA,30-40
74472,1999.pkl,other,M,PE,PMDB,Nordeste,other,,40-50
74473,1999.pkl,undergraduate,M,PE,PSB,Nordeste,other,BRANCA,30-40
74474,1999.pkl,other,M,PE,PMDB,Nordeste,other,PARDA,50-60
74475,1999.pkl,other,M,PE,PPS,Nordeste,other,,40-50
74476,1999.pkl,other,M,PE,PSB,Nordeste,other,,40-50
74477,1999.pkl,other,M,PE,PFL,Nordeste,other,,40-50
74478,1999.pkl,other,M,PE,PSL,Nordeste,other,BRANCA,50-60
74479,1999.pkl,high school,M,PE,PTB,Nordeste,other,,30-40
74520,1999.pkl,other,M,AL,PSDB,Nordeste,other,,50-60
74521,1999.pkl,other,M,AL,PSD*,Nordeste,other,,40-50
74523,1999.pkl,other,M,AL,PTN,Nordeste,other,,40-50
74524,1999.pkl,undergraduate,M,SE,PSC,Nordeste,other,,30-40
74527,1999.pkl,other,M,SE,PMDB,Nordeste,other,,60-70
74529,1999.pkl,other,M,SE,PSDB,Nordeste,other,,40-50
74530,1999.pkl,undergraduate,M,SE,PT,Nordeste,judge/lawyer/prosecutor,,30-40
74534,1999.pkl,other,M,BA,PFL,Nordeste,other,,40-50
74535,1999.pkl,other,M,BA,PFL,Nordeste,other,BRANCA,40-50
74537,1999.pkl,undergraduate,M,BA,PFL,Nordeste,judge/lawyer/prosecutor,PARDA,30-40
74538,1999.pkl,other,M,BA,PDT,Nordeste,other,,50-60
74540,1999.pkl,other,M,BA,PFL,Nordeste,other,,50-60
74541,1999.pkl,other,M,BA,PL*,Nordeste,other,,40-50
74542,1999.pkl,other,M,BA,PTB,Nordeste,other,,60-70
74544,1999.pkl,undergraduate,M,BA,PMDB,Nordeste,other,,30-40
74545,1999.pkl,other,M,BA,PCdoB,Nordeste,other,,50-60
74546,1999.pkl,other,M,BA,PFL,Nordeste,other,,60-70
74547,1999.pkl,other,M,BA,PFL,Nordeste,other,,50-60
74548,1999.pkl,high school,M,BA,PT,Nordeste,other,,40-50
74549,1999.pkl,other,M,BA,PSDB,Nordeste,other,,50-60
74550,1999.pkl,other,M,BA,PSDB,Nordeste,other,BRANCA,50-60
74552,1999.pkl,other,M,BA,PFL,Nordeste,other,,40-50
74553,1999.pkl,other,M,BA,PFL,Nordeste,other,PARDA,50-60
74554,1999.pkl,other,M,BA,PFL,Nordeste,other,BRANCA,40-50
74555,1999.pkl,other,M,BA,PMDB,Nordeste,other,,40-50
74556,1999.pkl,other,M,PE,PSB,Nordeste,other,BRANCA,40-50
74557,1999.pkl,other,M,PE,PFL,Nordeste,other,,50-60
74558,1999.pkl,high school,M,AL,PSB,Nordeste,other,BRANCA,40-50
74559,1999.pkl,undergraduate,M,AL,PMN,Nordeste,judge/lawyer/prosecutor,,30-40
74560,1999.pkl,other,M,AL,PPS,Nordeste,other,,40-50
74561,1999.pkl,undergraduate,M,SE,PSDB,Nordeste,other,,0-30
74562,1999.pkl,other,M,SE,PPS,Nordeste,other,,40-50
74563,1999.pkl,other,M,SE,PMDB,Nordeste,other,,40-50
74564,1999.pkl,elementary school,M,SE,PTB,Nordeste,other,,0-30
74565,1999.pkl,other,M,BA,PFL,Nordeste,other,,50-60
74566,1999.pkl,undergraduate,M,BA,PT,Nordeste,veterinarian/agronomist/,BRANCA,40-50
74567,1999.pkl,other,M,BA,PFL,Nordeste,other,PARDA,40-50
74568,1999.pkl,undergraduate,M,BA,PPB,Nordeste,student,,30-40
74569,1999.pkl,other,M,BA,PFL,Nordeste,other,,40-50
74570,1999.pkl,undergraduate,M,BA,PSDB,Nordeste,judge/lawyer/prosecutor,BRANCA,40-50
74571,1999.pkl,undergraduate,M,BA,PT,Nordeste,judge/lawyer/prosecutor,PARDA,30-40
74572,1999.pkl,other,M,BA,PSDB,Nordeste,other,,50-60
74573,1999.pkl,other,M,BA,PFL,Nordeste,other,,50-60
74574,1999.pkl,other,M,BA,PFL,Nordeste,other,BRANCA,40-50
74575,1999.pkl,other,M,BA,PSDB,Nordeste,other,,50-60
74576,1999.pkl,other,M,BA,PT,Nordeste,other,,70-80
74577,1999.pkl,other,M,MG,PL*,Sudeste,other,,0-30
74578,1999.pkl,other,M,MG,PFL,Sudeste,other,,50-60
74579,1999.pkl,undergraduate,M,MG,PSDB,Sudeste,public servant,,40-50
74580,1999.pkl,other,M,MG,PPB,Sudeste,other,,50-60
74581,1999.pkl,undergraduate,M,MG,PT,Sudeste,other,PRETA,30-40
74582,1999.pkl,high school,M,MG,PMDB,Sudeste,other,,30-40
74583,1999.pkl,other,M,MG,PMDB,Sudeste,other,,50-60
74584,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74585,1999.pkl,other,M,MG,PST,Sudeste,other,BRANCA,40-50
74586,1999.pkl,undergraduate,F,MG,PT,Sudeste,other,BRANCA,40-50
74587,1999.pkl,elementary school,F,MG,PMDB,Sudeste,student,,30-40
74588,1999.pkl,other,M,MG,PDT,Sudeste,other,,60-70
74589,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74590,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74591,1999.pkl,other,M,MG,PSDB,Sudeste,other,,40-50
74592,1999.pkl,other,M,MG,PL*,Sudeste,other,,40-50
74593,1999.pkl,undergraduate,M,MG,PT,Sudeste,broker/economist/banker,,40-50
74632,1999.pkl,other,M,BA,PFL,Nordeste,other,,60-70
74633,1999.pkl,other,M,BA,PFL,Nordeste,other,,50-60
74635,1999.pkl,other,M,BA,PSDB,Nordeste,other,,40-50
74637,1999.pkl,other,M,BA,PMDB,Nordeste,other,,60-70
74638,1999.pkl,other,M,BA,PPB,Nordeste,other,,60-70
74640,1999.pkl,undergraduate,M,BA,PFL,Nordeste,dentist/medic,PARDA,30-40
74644,1999.pkl,other,M,BA,PFL,Nordeste,other,,60-70
74645,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74646,1999.pkl,undergraduate,M,MG,PSDB,Sudeste,other,BRANCA,30-40
74647,1999.pkl,other,M,MG,PMDB,Sudeste,other,,50-60
74648,1999.pkl,other,M,MG,PFL,Sudeste,other,,50-60
74650,1999.pkl,other,M,MG,PSDB,Sudeste,other,BRANCA,60-70
74651,1999.pkl,undergraduate,M,MG,PFL,Sudeste,other,BRANCA,50-60
74652,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74654,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74655,1999.pkl,undergraduate,M,MG,PSDB,Sudeste,dentist/medic,BRANCA,30-40
74656,1999.pkl,other,M,MG,PSDB,Sudeste,other,,70-80
74657,1999.pkl,other,M,MG,PFL,Sudeste,other,,60-70
74658,1999.pkl,high school,M,MG,PMDB,Sudeste,other,,40-50
74659,1999.pkl,other,M,MG,PMDB,Sudeste,other,,70-80
74660,1999.pkl,undergraduate,M,MG,PPB,Sudeste,other,BRANCA,30-40
74663,1999.pkl,other,M,MG,PPB,Sudeste,other,,70-80
74665,1999.pkl,undergraduate,M,MG,PFL,Sudeste,engineer/architect,BRANCA,40-50
74667,1999.pkl,undergraduate,M,MG,PT,Sudeste,social scientist/historian,,50-60
74668,1999.pkl,other,M,MG,PTB,Sudeste,other,,50-60
74669,1999.pkl,high school,M,MG,PFL,Sudeste,other,,40-50
74670,1999.pkl,undergraduate,M,ES,PFL,Sudeste,diplomat,,30-40
74671,1999.pkl,undergraduate,M,ES,PTB,Sudeste,broker/economist/banker,BRANCA,40-50
74672,1999.pkl,undergraduate,M,ES,PL*,Sudeste,other,,40-50
74673,1999.pkl,other,M,ES,PTB,Sudeste,other,,60-70
74674,1999.pkl,high school,M,ES,PPS,Sudeste,other,,30-40
74675,1999.pkl,other,F,RJ,PFL,Sudeste,other,,40-50
74676,1999.pkl,high school,M,RJ,PFL,Sudeste,other,,40-50
74677,1999.pkl,other,M,RJ,PL*,Sudeste,other,,40-50
74678,1999.pkl,undergraduate,M,RJ,PSDB,Sudeste,other,,40-50
74679,1999.pkl,undergraduate,M,RJ,PPB,Sudeste,judge/lawyer/prosecutor,,40-50
74680,1999.pkl,other,M,RJ,PSDB,Sudeste,other,,50-60
74681,1999.pkl,undergraduate,M,RJ,PSDB,Sudeste,other,,40-50
74682,1999.pkl,undergraduate,M,RJ,PST,Sudeste,teacher,BRANCA,40-50
74683,1999.pkl,other,M,RJ,PFL,Sudeste,other,,0-30
74684,1999.pkl,undergraduate,M,RJ,PFL,Sudeste,judge/lawyer/prosecutor,,50-60
74685,1999.pkl,other,M,RJ,PDT,Sudeste,other,,50-60
74686,1999.pkl,undergraduate,M,RJ,PT,Sudeste,other,BRANCA,40-50
74687,1999.pkl,high school,M,RJ,PPB,Sudeste,other,,30-40
74688,1999.pkl,high school,M,RJ,PT,Sudeste,other,BRANCA,30-40
74689,1999.pkl,high school,M,RJ,PST,Sudeste,actor/musician,PARDA,40-50
74690,1999.pkl,undergraduate,F,RJ,PDT,Sudeste,other,,40-50
74691,1999.pkl,high school,M,RJ,PSL,Sudeste,salesman,,40-50
74692,1999.pkl,undergraduate,M,RJ,PSB,Sudeste,dentist/medic,PARDA,40-50
74693,1999.pkl,other,M,RJ,PFL,Sudeste,other,BRANCA,0-30
74694,1999.pkl,other,M,RJ,PDT,Sudeste,other,,50-60
74695,1999.pkl,undergraduate,M,RJ,PSB,Sudeste,other,,40-50
74696,1999.pkl,other,M,SP,PMDB,Sudeste,other,BRANCA,40-50
74697,1999.pkl,undergraduate,M,SP,PT,Sudeste,broker/economist/banker,,40-50
74698,1999.pkl,other,M,SP,PSDB,Sudeste,other,,60-70
74699,1999.pkl,undergraduate,F,SP,PT,Sudeste,dentist/medic,,40-50
74700,1999.pkl,other,M,SP,PTB,Sudeste,other,,40-50
74701,1999.pkl,other,M,SP,PT,Sudeste,other,,30-40
74702,1999.pkl,elementary school,M,SP,PTB,Sudeste,other,,40-50
74703,1999.pkl,other,M,SP,PTB,Sudeste,other,,50-60
74704,1999.pkl,undergraduate,M,SP,PPS,Sudeste,businessperson/entrepreneur,,40-50
74705,1999.pkl,undergraduate,M,SP,PSB,Sudeste,dentist/medic,BRANCA,40-50
74740,1999.pkl,other,M,MG,PPB,Sudeste,other,,70-80
74741,1999.pkl,other,M,MG,PFL,Sudeste,other,BRANCA,50-60
74742,1999.pkl,other,M,MG,PFL,Sudeste,other,,50-60
74744,1999.pkl,other,M,MG,PPB,Sudeste,other,BRANCA,50-60
74745,1999.pkl,other,M,MG,PMDB,Sudeste,other,,50-60
74746,1999.pkl,other,F,MG,PMDB,Sudeste,other,,40-50
74747,1999.pkl,high school,M,MG,PPB,Sudeste,other,BRANCA,50-60
74749,1999.pkl,undergraduate,M,MG,PMDB,Sudeste,other,BRANCA,60-70
74751,1999.pkl,undergraduate,M,MG,PT,Sudeste,other,BRANCA,50-60
74752,1999.pkl,other,M,MG,PPB,Sudeste,other,BRANCA,50-60
74753,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74754,1999.pkl,undergraduate,M,MG,PT,Sudeste,other,,40-50
74756,1999.pkl,undergraduate,M,MG,PTB,Sudeste,other,,60-70
74758,1999.pkl,other,M,MG,PSDB,Sudeste,other,,50-60
74759,1999.pkl,other,M,MG,PPB,Sudeste,other,,50-60
74760,1999.pkl,other,M,MG,PMDB,Sudeste,other,,50-60
74762,1999.pkl,undergraduate,M,MG,PMDB,Sudeste,other,BRANCA,40-50
74763,1999.pkl,high school,M,MG,PCdoB,Sudeste,other,,50-60
74765,1999.pkl,other,M,MG,PMDB,Sudeste,other,BRANCA,50-60
74767,1999.pkl,undergraduate,M,MG,PT,Sudeste,other,BRANCA,50-60
74768,1999.pkl,high school,M,MG,PSDB,Sudeste,other,,40-50
74769,1999.pkl,other,M,MG,PMDB,Sudeste,other,,60-70
74771,1999.pkl,other,M,ES,PSDB,Sudeste,other,,50-60
74772,1999.pkl,undergraduate,M,ES,PT,Sudeste,other,BRANCA,40-50
74775,1999.pkl,undergraduate,M,ES,PFL,Sudeste,other,,50-60
74776,1999.pkl,undergraduate,M,ES,PPB,Sudeste,other,,50-60
74777,1999.pkl,other,F,ES,PMDB,Sudeste,other,,30-40
74778,1999.pkl,other,M,SP,PFL,Sudeste,other,,30-40
74779,1999.pkl,undergraduate,M,SP,PDT,Sudeste,dentist/medic,,40-50
74780,1999.pkl,other,F,SP,PT,Sudeste,other,BRANCA,40-50
74781,1999.pkl,undergraduate,M,SP,PPS,Sudeste,engineer/architect,,50-60
74782,1999.pkl,other,M,SP,PT,Sudeste,other,,50-60
74783,1999.pkl,other,M,SP,PSDB,Sudeste,other,,40-50
74784,1999.pkl,other,F,SP,PSB,Sudeste,other,BRANCA,60-70
74785,1999.pkl,other,M,SP,PFL,Sudeste,other,,50-60
74786,1999.pkl,other,M,SP,PFL,Sudeste,other,,40-50
74787,1999.pkl,other,M,SP,PMDB,Sudeste,other,BRANCA,30-40
74788,1999.pkl,other,M,SP,PFL,Sudeste,other,,50-60
74789,1999.pkl,other,M,SP,PMDB,Sudeste,other,,30-40
74790,1999.pkl,other,M,SP,PDT,Sudeste,other,,30-40
74791,1999.pkl,undergraduate,M,SP,PSDB,Sudeste,university professor,,50-60
74792,1999.pkl,undergraduate,M,SP,PT,Sudeste,university professor,BRANCA,40-50
74793,1999.pkl,other,M,SP,PT,Sudeste,other,,30-40
74794,1999.pkl,undergraduate,M,SP,PDT,Sudeste,judge/lawyer/prosecutor,,50-60
74795,1999.pkl,undergraduate,M,SP,PPS,Sudeste,judge/lawyer/prosecutor,,40-50
74796,1999.pkl,other,M,SP,PSDB,Sudeste,other,,50-60
74797,1999.pkl,undergraduate,M,SP,PSDB,Sudeste,veterinarian/agronomist,,40-50
74798,1999.pkl,undergraduate,M,SP,PMDB,Sudeste,judge/lawyer/prosecutor,,60-70
74799,1999.pkl,undergraduate,F,MT,PFL,Centro-Oeste,university professor,,50-60
74800,1999.pkl,other,M,MT,PSDB,Centro-Oeste,other,,40-50
74801,1999.pkl,undergraduate,M,MT,PMDB,Centro-Oeste,other,,30-40
74802,1999.pkl,high school,M,DF,PT,Distrito Federal,broker/economist/banker,,40-50
74803,1999.pkl,other,F,DF,PSDB,Distrito Federal,other,,50-60
74804,1999.pkl,other,M,DF,PFL,Distrito Federal,other,,40-50
74805,1999.pkl,high school,M,DF,PT,Distrito Federal,other,,30-40
74806,1999.pkl,other,M,DF,PMDB,Distrito Federal,other,BRANCA,40-50
74807,1999.pkl,other,M,GO,PMDB,Centro-Oeste,other,,40-50
74808,1999.pkl,undergraduate,M,GO,PMDB,Centro-Oeste,judge/lawyer/prosecutor,,30-40
74809,1999.pkl,other,M,GO,PL*,Centro-Oeste,other,,50-60
74810,1999.pkl,undergraduate,M,GO,PMDB,Centro-Oeste,other,,40-50
74811,1999.pkl,other,M,GO,PMDB,Centro-Oeste,other,,40-50
74812,1999.pkl,undergraduate,M,GO,PMDB,Centro-Oeste,engineer/architect,BRANCA,30-40
74813,1999.pkl,undergraduate,M,GO,PFL,Centro-Oeste,dentist/medic,,40-50
74814,1999.pkl,undergraduate,M,MS,PT,Centro-Oeste,other,,30-40
74828,1999.pkl,undergraduate,M,RJ,PFL,Sudeste,public servant,,40-50
74829,1999.pkl,undergraduate,M,RJ,PSB,Sudeste,other,BRANCA,40-50
74830,1999.pkl,high school,M,RJ,PSDB,Sudeste,other,,40-50
74833,1999.pkl,other,M,RJ,PFL,Sudeste,other,BRANCA,60-70
74834,1999.pkl,elementary school,M,RJ,PSDB,Sudeste,public servant,,50-60
74835,1999.pkl,high school,M,RJ,PT,Sudeste,other,,30-40
74840,1999.pkl,undergraduate,M,RJ,PPB,Sudeste,judge/lawyer/prosecutor,,50-60
74841,1999.pkl,undergraduate,M,RJ,PV,Sudeste,other,,50-60
74842,1999.pkl,undergraduate,M,RJ,PTB,Sudeste,dentist/medic,,40-50
74843,1999.pkl,undergraduate,M,RJ,PDT,Sudeste,public servant,BRANCA,50-60
74844,1999.pkl,other,M,RJ,PPB,Sudeste,other,,60-70
74845,1999.pkl,elementary school,M,RJ,PST,Sudeste,other,,50-60
74846,1999.pkl,undergraduate,M,RJ,PSDB,Sudeste,other,,50-60
74847,1999.pkl,undergraduate,M,RJ,PPB,Sudeste,other,BRANCA,40-50
74848,1999.pkl,undergraduate,F,RJ,PCdoB,Sudeste,other,BRANCA,40-50
74849,1999.pkl,other,M,RJ,PFL,Sudeste,other,,50-60
74850,1999.pkl,other,M,RJ,PSDB,Sudeste,other,,50-60
74851,1999.pkl,other,M,RJ,PFL,Sudeste,other,,50-60
74853,1999.pkl,undergraduate,M,RJ,PFL,Sudeste,dentist/medic,,40-50
74856,1999.pkl,undergraduate,F,RJ,PFL,Sudeste,public servant,BRANCA,30-40
74860,1999.pkl,other,M,RJ,PSDB,Sudeste,other,,50-60
74861,1999.pkl,other,M,RJ,PT,Sudeste,other,,50-60
74862,1999.pkl,other,M,RJ,PDT,Sudeste,other,BRANCA,50-60
97707,1999.pkl,other,M,PI,PFL,Nordeste,other,BRANCA,40-50
74218,1999.pkl,,,,,,,,
73449,1999.pkl,,,,,,,,
131182,1999.pkl,,,,,,,,
160567,2000.pkl,,,,,,,,
178884,2002.pkl,,,,,,,,
62926,2003.pkl,high school,M,RS,PTB,Sul,religious,,50-60
64224,2003.pkl,undergraduate,M,BA,PFL,Nordeste,other,,30-40
64960,2003.pkl,undergraduate,F,RR,PMDB,Norte,judge/lawyer/prosecutor,BRANCA,50-60
65511,2003.pkl,undergraduate,M,PE,PSB,Nordeste,judge/lawyer/prosecutor,,80-90
65551,2003.pkl,undergraduate,M,MA,PDT,Nordeste,judge/lawyer/prosecutor,,50-60
65987,2003.pkl,undergraduate,F,PB,PMDB,Nordeste,health professional,,60-70
73416,2003.pkl,undergraduate,M,RJ,PMDB,Sudeste,other,BRANCA,50-60
73499,2003.pkl,undergraduate,M,AC,PP**,Norte,businessperson/entrepreneur,,50-60
73542,2003.pkl,undergraduate,M,SP,PFL,Sudeste,dentist/medic,,60-70
73546,2003.pkl,undergraduate,M,SP,PFL,Sudeste,judge/lawyer/prosecutor,,60-70
73566,2003.pkl,undergraduate,M,SP,PTB,Sudeste,judge/lawyer/prosecutor,BRANCA,50-60
73612,2003.pkl,undergraduate,M,RJ,PSB,Sudeste,judge/lawyer/prosecutor,,60-70
73676,2003.pkl,undergraduate,M,GO,PL*,Centro-Oeste,businessperson/entrepreneur,,40-50
73704,2003.pkl,undergraduate,M,TO,PMDB,Norte,other,,50-60
73718,2003.pkl,undergraduate,M,DF,PT,Distrito Federal,judge/lawyer/prosecutor,,50-60
73784,2003.pkl,high school,M,PR,PT,Sul,broker/economist/banker,,40-50
73786,2003.pkl,undergraduate,M,PR,PMDB,Sul,broker/economist/banker,BRANCA,60-70
73801,2003.pkl,undergraduate,M,PE,PCdoB,Nordeste,businessperson/entrepreneur,BRANCA,40-50
73805,2003.pkl,undergraduate,M,PE,PPS,Nordeste,judge/lawyer/prosecutor,BRANCA,50-60
73882,2003.pkl,undergraduate,M,SC,PFL,Sul,other,,40-50
73892,2003.pkl,undergraduate,M,RS,PMDB,Sul,judge/lawyer/prosecutor,,50-60
73901,2003.pkl,undergraduate,M,RS,PDT,Sul,judge/lawyer/prosecutor,BRANCA,40-50
73920,2003.pkl,undergraduate,M,RR,PDT,Norte,dentist/medic,,30-40
73921,2003.pkl,high school,M,RR,PTB,Norte,religious,PARDA,30-40
73922,2003.pkl,undergraduate,F,RR,PP**,Norte,businessperson/entrepreneur,,40-50
73923,2003.pkl,undergraduate,M,AP,PR,Norte,military,,40-50
73924,2003.pkl,high school,M,AP,PDT,Norte,salesman,,0-30
73925,2003.pkl,undergraduate,M,AP,PT,Norte,engineer/architect,,40-50
73926,2003.pkl,high school,F,AP,PSB,Norte,politician,PARDA,50-60
73927,2003.pkl,undergraduate,M,AP,PT,Norte,other,,30-40
73928,2003.pkl,undergraduate,F,PA,PMDB,Norte,judge/lawyer/prosecutor,,30-40
73929,2003.pkl,undergraduate,M,PA,PMDB,Norte,businessperson/entrepreneur,,50-60
73930,2003.pkl,elementary school,M,PA,PMDB,Norte,media worker,PARDA,30-40
73931,2003.pkl,elementary school,M,PA,PT,Norte,politician,BRANCA,40-50
73932,2003.pkl,high school,M,PA,PP**,Norte,other,,50-60
73933,2003.pkl,undergraduate,M,PA,PMDB,Norte,politician,,40-50
73934,2003.pkl,undergraduate,M,AM,PL*,Norte,teacher,PARDA,40-50
73935,2003.pkl,high school,M,AM,PL*,Norte,broker/economist/banker,,40-50
73936,2003.pkl,undergraduate,M,AM,PL*,Norte,journalist,,50-60
73937,2003.pkl,elementary school,M,RO,PT,Norte,farmer,PARDA,40-50
73938,2003.pkl,undergraduate,M,RO,PT,Norte,public servant,,40-50
73939,2003.pkl,undergraduate,M,RO,PR,Norte,politician,,40-50
73940,2003.pkl,undergraduate,M,AC,PT,Norte,teacher,BRANCA,30-40
73941,2003.pkl,undergraduate,M,AC,PMDB,Norte,university professor,,40-50
73942,2003.pkl,high school,M,AC,PR,Norte,salesman,,0-30
73943,2003.pkl,high school,F,AC,PCdoB,Norte,politician,PARDA,30-40
73944,2003.pkl,high school,M,AC,PT,Norte,student,,30-40
73945,2003.pkl,high school,M,TO,PSDB,Norte,public servant,,30-40
73946,2003.pkl,elementary school,M,TO,PTB,Norte,other,,50-60
73947,2003.pkl,high school,M,TO,PR,Norte,media worker,,40-50
73948,2003.pkl,undergraduate,M,TO,PSDB,Norte,engineer/architect,,40-50
74010,2003.pkl,undergraduate,M,SC,PMDB,Sul,other,BRANCA,50-60
74016,2003.pkl,undergraduate,M,MA,PFL,Nordeste,politician,PARDA,60-70
74026,2003.pkl,undergraduate,M,MA,PFL,Nordeste,other,,30-40
74027,2003.pkl,undergraduate,M,MA,PSB,Nordeste,dentist/medic,,40-50
74028,2003.pkl,high school,M,MA,PSB,Nordeste,other,,0-30
74029,2003.pkl,undergraduate,F,MA,PT,Nordeste,other,,40-50
74030,2003.pkl,high school,M,CE,PSDB,Nordeste,broker/economist/banker,,40-50
74031,2003.pkl,undergraduate,M,CE,PSOL,Nordeste,judge/lawyer/prosecutor,BRANCA,40-50
74032,2003.pkl,high school,M,CE,PMDB,Nordeste,religious,BRANCA,50-60
74033,2003.pkl,high school,F,PI,PT,Nordeste,teacher,,30-40
74034,2003.pkl,high school,M,PI,PMDB,Nordeste,blue collar,,60-70
74035,2003.pkl,undergraduate,M,PI,PDT,Nordeste,public servant,,50-60
74036,2003.pkl,undergraduate,M,RN,PDT,Nordeste,dentist/medic,,40-50
74037,2003.pkl,undergraduate,F,RN,PT,Nordeste,veterinarian/agronomist,,40-50
74038,2003.pkl,undergraduate,M,RN,PP**,Nordeste,farmer,,50-60
74039,2003.pkl,undergraduate,F,RN,PMDB,Nordeste,health professional,BRANCA,50-60
74040,2003.pkl,undergraduate,M,PB,PMDB,Nordeste,dentist/medic,BRANCA,30-40
74041,2003.pkl,undergraduate,M,PB,PT,Nordeste,other,BRANCA,50-60
74042,2003.pkl,undergraduate,M,PB,PSDB,Nordeste,politician,,60-70
74043,2003.pkl,high school,M,PB,PL*,Nordeste,other,PARDA,40-50
74044,2003.pkl,undergraduate,M,PB,PMDB,Nordeste,judge/lawyer/prosecutor,PARDA,40-50
74045,2003.pkl,undergraduate,M,PE,PT,Nordeste,judge/lawyer/prosecutor,,40-50
