id,file,education,gender,siglaUf,siglaPartido,region,occupation,ethnicity,age_group
74046,2003.pkl,no education,M,PE,PSB,Nordeste,religious,,50-60
74047,2003.pkl,undergraduate,M,PE,PT,Nordeste,university professor,BRANCA,40-50
74048,2003.pkl,high school,M,PE,PMDB,Nordeste,other,PARDA,40-50
74049,2003.pkl,undergraduate,M,AL,PTB,Nordeste,blue collar,BRANCA,70-80
74050,2003.pkl,undergraduate,M,AL,PDT,Nordeste,politician,BRANCA,30-40
74051,2003.pkl,undergraduate,M,AL,PPS,Nordeste,politician,,40-50
74052,2003.pkl,high school,M,SE,PSDB,Nordeste,other,BRANCA,50-60
74053,2003.pkl,high school,M,SE,PL*,Nordeste,politician,BRANCA,30-40
74054,2003.pkl,undergraduate,M,SE,PDT,Nordeste,judge/lawyer/prosecutor,,40-50
74055,2003.pkl,undergraduate,M,SE,PFL,Nordeste,engineer/architect,,50-60
74056,2003.pkl,undergraduate,M,SE,PFL,Nordeste,judge/lawyer/prosecutor,BRANCA,30-40
74057,2003.pkl,undergraduate,F,BA,PCdoB,Nordeste,politician,PARDA,40-50
74058,2003.pkl,undergraduate,M,BA,PFL,Nordeste,other,,0-30
74059,2003.pkl,undergraduate,M,BA,PT,Nordeste,politician,BRANCA,40-50
74060,2003.pkl,high school,M,BA,PCdoB,Nordeste,politician,PARDA,40-50
74061,2003.pkl,undergraduate,M,BA,PV,Nordeste,politician,,30-40
74062,2003.pkl,undergraduate,M,BA,PFL,Nordeste,other,,0-30
74063,2003.pkl,undergraduate,M,BA,PFL,Nordeste,politician,,40-50
74066,2003.pkl,undergraduate,M,AP,PMDB,Norte,judge/lawyer/prosecutor,,40-50
74070,2003.pkl,undergraduate,M,AP,PSC,Norte,university professor,,40-50
74139,2003.pkl,undergraduate,M,BA,PT,Nordeste,dentist/medic,,50-60
74140,2003.pkl,high school,M,BA,PFL,Nordeste,politician,BRANCA,50-60
74141,2003.pkl,undergraduate,M,BA,PT,Nordeste,engineer/architect,PARDA,40-50
74142,2003.pkl,undergraduate,M,BA,PFL,Nordeste,businessperson/entrepreneur,,50-60
74143,2003.pkl,undergraduate,M,BA,PFL,Nordeste,other,,0-30
74144,2003.pkl,undergraduate,F,BA,PFL,Nordeste,other,,50-60
74145,2003.pkl,undergraduate,M,BA,PT,Nordeste,politician,,50-60
74146,2003.pkl,undergraduate,M,MG,PL*,Sudeste,judge/lawyer/prosecutor,BRANCA,40-50
74147,2003.pkl,undergraduate,M,MG,PPS,Sudeste,dentist/medic,,50-60
74148,2003.pkl,undergraduate,M,MG,PMDB,Sudeste,judge/lawyer/prosecutor,,40-50
74149,2003.pkl,undergraduate,M,MG,PT,Sudeste,student,,30-40
74150,2003.pkl,undergraduate,M,MG,PPS,Sudeste,dentist/medic,,50-60
74151,2003.pkl,undergraduate,M,MG,PPS,Sudeste,dentist/medic,BRANCA,50-60
74152,2003.pkl,high school,M,MG,PSB,Sudeste,salesman,PRETA,50-60
74153,2003.pkl,high school,M,MG,PT,Sudeste,politician,,40-50
74154,2003.pkl,undergraduate,M,MG,PSB,Sudeste,judge/lawyer/prosecutor,,50-60
74155,2003.pkl,undergraduate,M,MG,PV,Sudeste,politician,,40-50
74156,2003.pkl,undergraduate,M,MG,PT,Sudeste,politician,PRETA,50-60
74157,2003.pkl,undergraduate,M,MG,PMDB,Sudeste,engineer/architect,,60-70
74158,2003.pkl,undergraduate,M,MG,PDT,Sudeste,dentist/medic,BRANCA,40-50
74159,2003.pkl,undergraduate,M,MG,PT,Sudeste,judge/lawyer/prosecutor,BRANCA,0-30
74160,2003.pkl,undergraduate,M,MG,PT,Sudeste,university professor,BRANCA,40-50
74161,2003.pkl,undergraduate,M,MG,PT,Sudeste,broker/economist/banker,BRANCA,0-30
74162,2003.pkl,elementary school,F,ES,PT,Sudeste,other,BRANCA,40-50
74163,2003.pkl,undergraduate,M,ES,PDT,Sudeste,dentist/medic,BRANCA,40-50
74164,2003.pkl,undergraduate,M,ES,PMDB,Sudeste,farmer,,40-50
74165,2003.pkl,high school,M,ES,PL*,Sudeste,politician,PARDA,30-40
74166,2003.pkl,undergraduate,M,ES,PSB,Sudeste,other,,40-50
74167,2003.pkl,high school,M,RJ,S.PART.,Sudeste,religious,PARDA,40-50
74168,2003.pkl,high school,M,RJ,S.PART.,Sudeste,politician,,40-50
74169,2003.pkl,high school,M,RJ,PMDB,Sudeste,businessperson/entrepreneur,,30-40
74170,2003.pkl,undergraduate,M,RJ,S.PART.,Sudeste,broker/economist/banker,,40-50
74171,2003.pkl,undergraduate,M,RJ,PSOL,Sudeste,university professor,BRANCA,50-60
74172,2003.pkl,high school,M,RJ,PMDB,Sudeste,athlete,BRANCA,40-50
74173,2003.pkl,undergraduate,M,RJ,PMDB,Sudeste,broker/economist/banker,BRANCA,40-50
74174,2003.pkl,other,F,RJ,PTB,Sudeste,other,,40-50
74175,2003.pkl,high school,M,RJ,S.PART.,Sudeste,politician,,30-40
74176,2003.pkl,undergraduate,M,RJ,PSB,Sudeste,military,,50-60
74181,2003.pkl,high school,M,AC,PMDB,Norte,salesman,,40-50
74184,2003.pkl,undergraduate,M,AC,PP**,Norte,teacher,,50-60
74230,2003.pkl,undergraduate,M,BA,PMDB,Nordeste,other,BRANCA,40-50
74252,2003.pkl,undergraduate,F,RJ,PPS,Sudeste,university professor,,50-60
74253,2003.pkl,undergraduate,M,RJ,PP**,Sudeste,businessperson/entrepreneur,BRANCA,40-50
74254,2003.pkl,high school,M,RJ,PMDB,Sudeste,public servant,BRANCA,0-30
74255,2003.pkl,no education,F,RJ,PMDB,Sudeste,businessperson/entrepreneur,,40-50
74256,2003.pkl,high school,M,RJ,PR,Sudeste,businessperson/entrepreneur,,40-50
74257,2003.pkl,undergraduate,M,RJ,PDT,Sudeste,teacher,,40-50
74258,2003.pkl,elementary school,M,RJ,PMDB,Sudeste,politician,BRANCA,30-40
74259,2003.pkl,high school,M,RJ,S.PART.,Sudeste,religious,,40-50
74260,2003.pkl,undergraduate,M,SP,PR,Sudeste,dentist/medic,,40-50
74261,2003.pkl,undergraduate,M,SP,PP**,Sudeste,broker/economist/banker,,50-60
74262,2003.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,BRANCA,30-40
74263,2003.pkl,high school,M,SP,PPS,Sudeste,blue collar,,50-60
74264,2003.pkl,high school,M,SP,PT,Sudeste,houseperson/retired,BRANCA,50-60
74265,2003.pkl,undergraduate,M,SP,PPS,Sudeste,judge/lawyer/prosecutor,,40-50
74266,2003.pkl,undergraduate,M,SP,PT,Sudeste,other,BRANCA,30-40
74267,2003.pkl,high school,F,SP,PTB,Sudeste,politician,,50-60
74268,2003.pkl,undergraduate,M,SP,PR,Sudeste,dentist/medic,,50-60
74269,2003.pkl,undergraduate,M,SP,PR,Sudeste,dentist/medic,,60-70
74270,2003.pkl,undergraduate,M,SP,PMDB,Sudeste,politician,BRANCA,40-50
74271,2003.pkl,undergraduate,M,SP,PP**,Sudeste,judge/lawyer/prosecutor,,50-60
74272,2003.pkl,undergraduate,M,SP,PCdoB,Sudeste,dentist/medic,,50-60
74273,2003.pkl,undergraduate,M,SP,PMDB,Sudeste,religious,BRANCA,30-40
74274,2003.pkl,undergraduate,M,SP,PT,Sudeste,judge/lawyer/prosecutor,,40-50
74275,2003.pkl,undergraduate,M,SP,PT,Sudeste,judge/lawyer/prosecutor,BRANCA,50-60
74276,2003.pkl,undergraduate,M,SP,PV,Sudeste,other,,40-50
74277,2003.pkl,undergraduate,M,SP,PSDB,Sudeste,biologist,BRANCA,40-50
74278,2003.pkl,undergraduate,M,SP,PV,Sudeste,judge/lawyer/prosecutor,BRANCA,60-70
74279,2003.pkl,undergraduate,M,SP,PP**,Sudeste,blue collar,,30-40
74280,2003.pkl,undergraduate,M,SP,PP**,Sudeste,university professor,,50-60
74281,2003.pkl,undergraduate,M,SP,PT,Sudeste,dentist/medic,,40-50
74282,2003.pkl,undergraduate,M,SP,PP**,Sudeste,dentist/medic,,50-60
74283,2003.pkl,high school,M,SP,PT,Sudeste,other,PRETA,40-50
74284,2003.pkl,undergraduate,M,SP,PSDB,Sudeste,dentist/medic,,40-50
74285,2003.pkl,undergraduate,M,MT,PT,Centro-Oeste,university professor,,30-40
74286,2003.pkl,undergraduate,F,MT,PSDB,Centro-Oeste,health professional,PARDA,40-50
74287,2003.pkl,undergraduate,M,DF,PFL,Distrito Federal,engineer/architect,BRANCA,40-50
74288,2003.pkl,undergraduate,F,DF,PSOL,Distrito Federal,dentist/medic,BRANCA,50-60
74289,2003.pkl,high school,M,DF,PL*,Distrito Federal,salesman,,60-70
74290,2003.pkl,elementary school,M,GO,PSDB,Centro-Oeste,politician,BRANCA,40-50
74294,2003.pkl,undergraduate,M,CE,PSDB,Nordeste,broker/economist/banker,,50-60
74299,2003.pkl,undergraduate,M,CE,PPS,Nordeste,other,BRANCA,40-50
74309,2003.pkl,high school,M,CE,PMDB,Nordeste,businessperson/entrepreneur,BRANCA,40-50
74317,2003.pkl,undergraduate,M,PI,PFL,Nordeste,veterinarian/agronomist,BRANCA,50-60
74318,2003.pkl,undergraduate,M,PI,PFL,Nordeste,politician,,60-70
74366,2003.pkl,undergraduate,M,GO,PSDB,Centro-Oeste,public servant,BRANCA,30-40
74367,2003.pkl,high school,M,GO,PMDB,Centro-Oeste,salesman,,0-30
74368,2003.pkl,undergraduate,M,GO,PP**,Centro-Oeste,dentist/medic,,30-40
74369,2003.pkl,undergraduate,F,GO,PT,Centro-Oeste,teacher,,40-50
74370,2003.pkl,undergraduate,F,GO,PSDB,Centro-Oeste,university professor,,50-60
74371,2003.pkl,undergraduate,M,GO,PT,Centro-Oeste,other,BRANCA,40-50
74372,2003.pkl,undergraduate,M,GO,PP**,Centro-Oeste,media worker,PARDA,40-50
74373,2003.pkl,undergraduate,M,MS,PT,Centro-Oeste,teacher,BRANCA,40-50
74374,2003.pkl,undergraduate,M,MS,PPS,Centro-Oeste,dentist/medic,BRANCA,40-50
74375,2003.pkl,undergraduate,M,MS,PFL,Centro-Oeste,engineer/architect,,50-60
74376,2003.pkl,high school,M,MS,PT,Centro-Oeste,other,BRANCA,30-40
74377,2003.pkl,undergraduate,M,PR,PDT,Sul,businessperson/entrepreneur,BRANCA,60-70
74378,2003.pkl,no education,M,PR,PT,Sul,farmer,BRANCA,40-50
74379,2003.pkl,undergraduate,M,PR,PPS,Sul,engineer/architect,,40-50
74380,2003.pkl,undergraduate,M,PR,PT,Sul,politician,,30-40
74381,2003.pkl,undergraduate,F,PR,PT,Sul,judge/lawyer/prosecutor,BRANCA,50-60
74382,2003.pkl,undergraduate,M,PR,PFL,Sul,engineer/architect,,40-50
74383,2003.pkl,high school,M,PR,PL*,Sul,businessperson/entrepreneur,BRANCA,30-40
74385,2003.pkl,high school,M,PR,PMDB,Sul,politician,PARDA,50-60
74386,2003.pkl,undergraduate,M,SC,PMDB,Sul,other,,50-60
74387,2003.pkl,undergraduate,M,SC,PFL,Sul,politician,,60-70
74388,2003.pkl,undergraduate,M,SC,PT,Sul,engineer/architect,BRANCA,40-50
74389,2003.pkl,undergraduate,M,SC,PT,Sul,engineer/architect,,50-60
74390,2003.pkl,undergraduate,M,SC,PMDB,Sul,public servant,,40-50
74391,2003.pkl,other,M,SC,PT,Sul,public servant,BRANCA,30-40
74392,2003.pkl,undergraduate,M,SC,PP**,Sul,politician,BRANCA,50-60
74393,2003.pkl,undergraduate,M,RS,PP**,Sul,other,,60-70
74394,2003.pkl,undergraduate,M,RS,PP**,Sul,judge/lawyer/prosecutor,,50-60
74395,2003.pkl,undergraduate,M,RS,PP**,Sul,judge/lawyer/prosecutor,BRANCA,30-40
74396,2003.pkl,elementary school,F,RS,PTB,Sul,public servant,,30-40
74397,2003.pkl,high school,F,RS,PSOL,Sul,teacher,,30-40
74398,2003.pkl,undergraduate,F,RS,PT,Sul,politician,BRANCA,30-40
74399,2003.pkl,undergraduate,M,RS,PFL,Sul,veterinarian/agronomist,BRANCA,40-50
74400,2003.pkl,undergraduate,M,RS,PT,Sul,journalist,BRANCA,30-40
74401,2003.pkl,undergraduate,M,RS,PMDB,Sul,university professor,,50-60
74402,2003.pkl,elementary school,M,GO,PTB,Centro-Oeste,businessperson/entrepreneur,,30-40
74403,2003.pkl,undergraduate,F,PR,PT,Sul,politician,,50-60
74433,2003.pkl,undergraduate,M,PE,PFL,Nordeste,judge/lawyer/prosecutor,,60-70
74480,2003.pkl,elementary school,M,RS,PP**,Sul,public servant,,50-60
74481,2003.pkl,undergraduate,M,DF,PT,Distrito Federal,broker/economist/banker,,50-60
74482,2003.pkl,undergraduate,M,SP,PT,Sudeste,judge/lawyer/prosecutor,BRANCA,30-40
74483,2003.pkl,no education,M,RS,PTB,Sul,religious,,50-60
74484,2003.pkl,undergraduate,M,MG,PSB,Sudeste,judge/lawyer/prosecutor,PARDA,40-50
74485,2003.pkl,undergraduate,F,SP,PT,Sudeste,university professor,,50-60
74486,2003.pkl,undergraduate,M,RJ,PSB,Sudeste,veterinarian/agronomist,,30-40
74487,2003.pkl,undergraduate,M,RJ,PSB,Sudeste,dentist/medic,,40-50
74488,2003.pkl,undergraduate,M,DF,PSDB,Distrito Federal,military,,50-60
74489,2003.pkl,undergraduate,M,RO,PSDB,Norte,public servant,,40-50
74490,2003.pkl,undergraduate,M,MA,PT,Nordeste,other,,50-60
74491,2003.pkl,undergraduate,M,PI,PT,Nordeste,university professor,,40-50
74492,2003.pkl,high school,M,PI,PT,Nordeste,broker/economist/banker,,40-50
74493,2003.pkl,undergraduate,M,AL,PDT,Nordeste,dentist/medic,,50-60
74494,2003.pkl,undergraduate,M,MG,PT,Sudeste,politician,,40-50
74495,2003.pkl,undergraduate,M,PE,PSB,Nordeste,dentist/medic,,50-60
74496,2003.pkl,undergraduate,M,SP,PT,Sudeste,engineer/architect,,60-70
74497,2003.pkl,undergraduate,M,GO,PP**,Centro-Oeste,judge/lawyer/prosecutor,,50-60
74517,2003.pkl,undergraduate,M,AL,PP**,Nordeste,judge/lawyer/prosecutor,,50-60
74533,2003.pkl,undergraduate,M,BA,PT,Nordeste,judge/lawyer/prosecutor,BRANCA,40-50
74641,2003.pkl,undergraduate,M,BA,PDT,Nordeste,public servant,PARDA,50-60
74838,2003.pkl,undergraduate,M,RJ,PMDB,Sudeste,engineer/architect,,50-60
74858,2003.pkl,high school,M,RJ,PT,Sudeste,student,BRANCA,30-40
74863,2003.pkl,undergraduate,M,RJ,PMDB,Sudeste,social scientist/historian,,50-60
77701,2003.pkl,undergraduate,M,SE,PMN,Nordeste,judge/lawyer/prosecutor,,50-60
129617,2003.pkl,no education,M,MT,PR,Centro-Oeste,politician,,60-70
129618,2003.pkl,undergraduate,F,CE,PFL,Nordeste,health professional,BRANCA,40-50
133370,2003.pkl,undergraduate,M,SP,PSDB,Sudeste,university professor,,60-70
133371,2003.pkl,undergraduate,M,CE,PSDB,Nordeste,university professor,,60-70
133372,2003.pkl,high school,M,RO,PMDB,Norte,salesman,,30-40
133373,2003.pkl,high school,M,RS,PT,Sul,blue collar,BRANCA,30-40
133374,2003.pkl,undergraduate,M,MG,PDT,Sudeste,dentist/medic,PARDA,30-40
133375,2003.pkl,undergraduate,M,SP,PL*,Sudeste,judge/lawyer/prosecutor,,40-50
133376,2003.pkl,undergraduate,M,ES,PMDB,Sudeste,other,,40-50
133377,2003.pkl,undergraduate,M,RJ,PDT,Sudeste,diplomat,,30-40
133439,2003.pkl,undergraduate,M,CE,PDT,Nordeste,other,BRANCA,30-40
133440,2003.pkl,undergraduate,F,TO,PSDB,Norte,other,,40-50
133658,2003.pkl,undergraduate,M,GO,PSDB,Centro-Oeste,politician,,30-40
134115,2003.pkl,undergraduate,F,MG,PT,Sudeste,health professional,,40-50
134116,2003.pkl,undergraduate,F,MT,PMDB,Centro-Oeste,other,,60-70
134893,2003.pkl,elementary school,M,PR,PT,Sul,politician,BRANCA,40-50
135476,2003.pkl,high school,M,AL,PSC,Nordeste,broker/economist/banker,BRANCA,40-50
136226,2003.pkl,undergraduate,M,MG,PMDB,Sudeste,businessperson/entrepreneur,,40-50
136377,2003.pkl,undergraduate,M,SP,S.PART.,Sudeste,judge/lawyer/prosecutor,,0-30
136811,2003.pkl,undergraduate,M,RS,PP**,Sul,veterinarian/agronomist,BRANCA,30-40
137116,2003.pkl,undergraduate,M,PR,PMDB,Sul,judge/lawyer/prosecutor,,40-50
137578,2003.pkl,high school,M,RJ,PMDB,Sudeste,teacher,BRANCA,30-40
137759,2003.pkl,undergraduate,M,DF,PMDB,Distrito Federal,public servant,,50-60
137983,2003.pkl,high school,M,MA,PMDB,Nordeste,politician,,50-60
138512,2003.pkl,high school,M,PR,PPS,Sul,politician,BRANCA,40-50
140241,2003.pkl,undergraduate,M,ES,PSDB,Sudeste,politician,BRANCA,50-60
141057,2003.pkl,undergraduate,M,RS,PSDB,Sul,veterinarian/agronomist,BRANCA,40-50
141331,2003.pkl,undergraduate,M,PE,PSB,Nordeste,judge/lawyer/prosecutor,PARDA,50-60
141334,2003.pkl,undergraduate,M,PE,PSB,Nordeste,judge/lawyer/prosecutor,,50-60
141335,2003.pkl,elementary school,M,PA,PT,Norte,farmer,PARDA,30-40
141336,2003.pkl,high school,M,PE,PSDB,Nordeste,businessperson/entrepreneur,,30-40
141337,2003.pkl,undergraduate,M,MA,PSDB,Nordeste,businessperson/entrepreneur,,30-40
141344,2003.pkl,undergraduate,M,SP,PSDB,Sudeste,engineer/architect,,30-40
133872,2004.pkl,,,,,,,,
131780,2004.pkl,,,,,,,,
164360,2004.pkl,,,,,,,,
73773,2005.pkl,,,,,,,,
3151,2007.pkl,undergraduate,M,MG,DEM,Sudeste,businessperson/entrepreneur,BRANCA,60-70
3155,2007.pkl,undergraduate,M,SP,DEM,Sudeste,other,,40-50
4927,2007.pkl,undergraduate,M,SP,DEM,Sudeste,engineer/architect,BRANCA,40-50
4928,2007.pkl,undergraduate,M,RJ,PRB,Sudeste,journalist,,40-50
4929,2007.pkl,undergraduate,M,BA,PT,Nordeste,judge/lawyer/prosecutor,BRANCA,50-60
4930,2007.pkl,undergraduate,M,PE,PMN,Nordeste,politician,BRANCA,40-50
4931,2007.pkl,undergraduate,M,DF,DEM,Distrito Federal,politician,BRANCA,40-50
71921,2007.pkl,high school,M,ES,PT,Sudeste,politician,,40-50
73437,2007.pkl,undergraduate,M,SP,PP**,Sudeste,engineer/architect,BRANCA,50-60
73556,2007.pkl,undergraduate,M,SP,PSC,Sudeste,judge/lawyer/prosecutor,,60-70
73655,2007.pkl,undergraduate,M,DF,PPS,Distrito Federal,houseperson/retired,BRANCA,50-60
73696,2007.pkl,undergraduate,F,SC,PP**,Sul,public servant,BRANCA,50-60
73808,2007.pkl,high school,M,BA,PDT,Nordeste,politician,BRANCA,40-50
73809,2007.pkl,undergraduate,M,BA,PHS,Nordeste,dentist/medic,,50-60
73883,2007.pkl,undergraduate,M,SC,DEM,Sul,judge/lawyer/prosecutor,BRANCA,40-50
73998,2007.pkl,no education,M,RJ,PSDB,Sudeste,houseperson/retired,,70-80
74119,2007.pkl,undergraduate,M,SP,PSDB,Sudeste,public servant,,40-50
74197,2007.pkl,undergraduate,M,MA,PT,Nordeste,politician,PRETA,40-50
74310,2007.pkl,undergraduate,M,PI,PMDB,Nordeste,engineer/architect,,80-90
74528,2007.pkl,high school,M,SE,DEM,Nordeste,salesman,,50-60
74634,2007.pkl,undergraduate,M,BA,PDT,Nordeste,politician,PARDA,50-60
74662,2007.pkl,undergraduate,M,MG,PPS,Sudeste,other,BRANCA,70-80
81512,2007.pkl,undergraduate,F,SP,PR,Sudeste,dentist/medic,PRETA,30-40
86634,2007.pkl,undergraduate,M,DF,PCdoB,Distrito Federal,broker/economist/banker,,40-50
115899,2007.pkl,high school,M,MG,PR,Sudeste,politician,,40-50
131711,2007.pkl,undergraduate,M,CE,PSB,Nordeste,student,,0-30
131873,2007.pkl,high school,M,PE,PT,Nordeste,politician,,50-60
132056,2007.pkl,undergraduate,M,SP,PP**,Sudeste,engineer/architect,BRANCA,70-80
133853,2007.pkl,undergraduate,M,RS,PMDB,Sul,politician,,70-80
139133,2007.pkl,undergraduate,M,PR,DEM,Sul,dentist/medic,,60-70
139187,2007.pkl,high school,M,RJ,PCdoB,Sudeste,politician,,40-50
139212,2007.pkl,undergraduate,M,SP,PMDB,Sudeste,businessperson/entrepreneur,,60-70
139285,2007.pkl,undergraduate,F,BA,PSB,Nordeste,politician,PARDA,40-50
139311,2007.pkl,undergraduate,M,TO,PMDB,Norte,farmer,,60-70
141371,2007.pkl,undergraduate,M,RJ,PR,Sudeste,politician,,60-70
141372,2007.pkl,undergraduate,M,MG,PR,Sudeste,politician,BRANCA,40-50
141373,2007.pkl,undergraduate,M,SE,PSDB,Nordeste,judge/lawyer/prosecutor,,60-70
141374,2007.pkl,undergraduate,M,MG,PPS,Sudeste,military,,30-40
141375,2007.pkl,high school,F,SP,PP**,Sudeste,businessperson/entrepreneur,,30-40
141376,2007.pkl,undergraduate,F,PA,PMDB,Norte,businessperson/entrepreneur,,50-60
141377,2007.pkl,undergraduate,F,PE,PSB,Nordeste,public servant,,50-60
141378,2007.pkl,undergraduate,M,PR,PT,Sul,politician,,40-50
141379,2007.pkl,undergraduate,F,RJ,PSDB,Sudeste,politician,PRETA,30-40
141380,2007.pkl,undergraduate,F,RR,PT,Norte,other,BRANCA,40-50
141381,2007.pkl,undergraduate,M,PR,PT,Sul,politician,BRANCA,50-60
141382,2007.pkl,high school,F,BA,PR,Nordeste,salesman,,40-50
141383,2007.pkl,high school,M,SP,PMDB,Sudeste,businessperson/entrepreneur,BRANCA,30-40
141384,2007.pkl,undergraduate,M,SE,PSB,Nordeste,businessperson/entrepreneur,BRANCA,0-30
141385,2007.pkl,undergraduate,M,SP,PSDB,Sudeste,engineer/architect,BRANCA,40-50
141386,2007.pkl,high school,M,CE,PT,Nordeste,salesman,PRETA,40-50
141387,2007.pkl,undergraduate,M,MG,PMDB,Sudeste,engineer/architect,BRANCA,50-60
141388,2007.pkl,undergraduate,M,PI,PT,Nordeste,university professor,BRANCA,50-60
141389,2007.pkl,undergraduate,M,RJ,DEM,Sudeste,politician,BRANCA,30-40
141390,2007.pkl,undergraduate,M,MG,PV,Sudeste,businessperson/entrepreneur,,60-70
141391,2007.pkl,undergraduate,M,SP,PPS,Sudeste,politician,BRANCA,50-60
141392,2007.pkl,undergraduate,M,RJ,PDT,Sudeste,dentist/medic,,50-60
141393,2007.pkl,high school,M,PE,PSDB,Nordeste,businessperson/entrepreneur,,30-40
141394,2007.pkl,undergraduate,M,PE,PSDB,Nordeste,judge/lawyer/prosecutor,BRANCA,30-40
141395,2007.pkl,elementary school,M,ES,PMDB,Sudeste,businessperson/entrepreneur,BRANCA,80-90
141396,2007.pkl,undergraduate,M,SP,PT,Sudeste,dentist/medic,BRANCA,50-60
141397,2007.pkl,undergraduate,M,AL,PSC,Nordeste,dentist/medic,,50-60
141398,2007.pkl,undergraduate,M,SP,PT,Sudeste,broker/economist/banker,BRANCA,40-50
141399,2007.pkl,high school,M,RJ,PDT,Sudeste,politician,PARDA,0-30
141400,2007.pkl,undergraduate,M,RS,PDT,Sul,politician,,40-50
141401,2007.pkl,undergraduate,M,MT,PMDB,Centro-Oeste,judge/lawyer/prosecutor,PARDA,60-70
141402,2007.pkl,undergraduate,M,MA,PSDB,Nordeste,public servant,,40-50
141403,2007.pkl,undergraduate,M,PR,PPS,Sul,politician,,0-30
141404,2007.pkl,undergraduate,M,PR,DEM,Sul,engineer/architect,,60-70
141405,2007.pkl,undergraduate,M,SC,PMDB,Sul,businessperson/entrepreneur,BRANCA,50-60
141406,2007.pkl,undergraduate,M,CE,PSB,Nordeste,judge/lawyer/prosecutor,,40-50
141407,2007.pkl,undergraduate,M,MG,PV,Sudeste,businessperson/entrepreneur,,40-50
141408,2007.pkl,high school,M,MA,PAN,Nordeste,public servant,BRANCA,30-40
141409,2007.pkl,high school,M,SP,PR,Sudeste,businessperson/entrepreneur,,60-70
141410,2007.pkl,undergraduate,M,AL,PMDB,Nordeste,media worker,,30-40
141411,2007.pkl,undergraduate,M,MS,PDT,Centro-Oeste,farmer,BRANCA,50-60
141412,2007.pkl,high school,M,MA,PDT,Nordeste,salesman,BRANCA,0-30
141413,2007.pkl,undergraduate,M,SC,PT,Sul,judge/lawyer/prosecutor,BRANCA,40-50
141414,2007.pkl,undergraduate,M,RS,PDT,Sul,dentist/medic,,40-50
141415,2007.pkl,undergraduate,M,SC,PSB,Sul,politician,BRANCA,40-50
141416,2007.pkl,undergraduate,M,PE,PMDB,Nordeste,judge/lawyer/prosecutor,,60-70
141417,2007.pkl,high school,M,RR,PMDB,Norte,politician,PRETA,50-60
141418,2007.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,,40-50
141419,2007.pkl,high school,M,RJ,PT,Sudeste,politician,PRETA,50-60
141420,2007.pkl,undergraduate,M,SE,PSC,Nordeste,dentist/medic,,40-50
141421,2007.pkl,high school,M,PE,PP**,Nordeste,businessperson/entrepreneur,BRANCA,30-40
141422,2007.pkl,undergraduate,M,PB,DEM,Nordeste,judge/lawyer/prosecutor,BRANCA,0-30
141423,2007.pkl,undergraduate,M,MT,PP**,Centro-Oeste,politician,BRANCA,50-60
141424,2007.pkl,undergraduate,M,MG,PT,Sudeste,politician,,30-40
141425,2007.pkl,undergraduate,M,RO,PTB,Norte,farmer,BRANCA,50-60
141426,2007.pkl,high school,M,CE,PP**,Nordeste,public servant,BRANCA,40-50
141427,2007.pkl,undergraduate,M,MG,PV,Sudeste,businessperson/entrepreneur,PARDA,40-50
141428,2007.pkl,undergraduate,M,RN,PMN,Nordeste,businessperson/entrepreneur,BRANCA,0-30
141429,2007.pkl,undergraduate,M,RN,DEM,Nordeste,businessperson/entrepreneur,BRANCA,30-40
141430,2007.pkl,undergraduate,M,RJ,PHS,Sudeste,salesman,BRANCA,0-30
141431,2007.pkl,undergraduate,M,PE,PSB,Nordeste,other,BRANCA,0-30
141432,2007.pkl,undergraduate,M,AC,PT,Norte,politician,PARDA,40-50
141433,2007.pkl,undergraduate,M,RJ,PSC,Sudeste,student,BRANCA,0-30
141434,2007.pkl,undergraduate,M,AC,PMDB,Norte,engineer/architect,PARDA,50-60
141435,2007.pkl,undergraduate,M,CE,PRB,Nordeste,religious,,40-50
141436,2007.pkl,undergraduate,M,MA,PCdoB,Nordeste,judge/lawyer/prosecutor,,30-40
141437,2007.pkl,elementary school,M,SP,PTB,Sudeste,actor/musician,BRANCA,30-40
141438,2007.pkl,undergraduate,M,AM,PT,Norte,broker/economist/banker,,50-60
141439,2007.pkl,undergraduate,M,RJ,PT,Sudeste,dentist/medic,BRANCA,50-60
141440,2007.pkl,undergraduate,M,CE,PCdoB,Nordeste,politician,BRANCA,60-70
141441,2007.pkl,high school,M,MG,PP**,Sudeste,politician,PARDA,30-40
141442,2007.pkl,high school,M,RJ,PR,Sudeste,blue collar,PARDA,40-50
141443,2007.pkl,undergraduate,M,RS,DEM,Sul,dentist/medic,,60-70
141444,2007.pkl,high school,M,AL,PFL,Nordeste,politician,,40-50
141445,2007.pkl,undergraduate,M,RS,PT,Sul,dentist/medic,BRANCA,40-50
141446,2007.pkl,undergraduate,M,AC,PP**,Norte,engineer/architect,,0-30
141447,2007.pkl,undergraduate,M,SP,DEM,Sudeste,other,BRANCA,40-50
141448,2007.pkl,undergraduate,M,MT,PPS,Centro-Oeste,farmer,,50-60
141449,2007.pkl,undergraduate,M,PR,PDT,Sul,politician,BRANCA,30-40
141450,2007.pkl,undergraduate,M,RJ,PSC,Sudeste,judge/lawyer/prosecutor,BRANCA,40-50
141451,2007.pkl,high school,M,AC,PPS,Norte,other,PARDA,0-30
