id,file,education,gender,siglaUf,siglaPartido,region,occupation,ethnicity,age_group
74592,52.pkl,undergraduate,M,MG,PTB,Sudeste,engineer/architect,,50-60
74593,52.pkl,undergraduate,M,MG,PT,Sudeste,politician,,50-60
74635,52.pkl,undergraduate,M,BA,PP**,Nordeste,other,,50-60
74637,52.pkl,high school,M,BA,PMDB,Nordeste,businessperson/entrepreneur,,70-80
74640,52.pkl,undergraduate,M,BA,PSDB,Nordeste,dentist/medic,PARDA,30-40
74641,52.pkl,undergraduate,M,BA,PDT,Nordeste,public servant,PARDA,50-60
74648,52.pkl,undergraduate,M,MG,PFL,Sudeste,judge/lawyer/prosecutor,,60-70
74650,52.pkl,undergraduate,M,MG,PSDB,Sudeste,politician,BRANCA,70-80
74651,52.pkl,undergraduate,M,MG,PFL,Sudeste,engineer/architect,BRANCA,50-60
74654,52.pkl,high school,M,MG,PSDB,Sudeste,others,,50-60
74655,52.pkl,undergraduate,M,MG,PSDB,Sudeste,dentist/medic,BRANCA,40-50
74657,52.pkl,undergraduate,M,MG,PFL,Sudeste,engineer/architect,,70-80
74658,52.pkl,undergraduate,M,MG,PMDB,Sudeste,politician,,40-50
74660,52.pkl,high school,M,MG,PP**,Sudeste,politician,BRANCA,40-50
74663,52.pkl,undergraduate,M,MG,PP**,Sudeste,politician,,70-80
74665,52.pkl,undergraduate,M,MG,PFL,Sudeste,businessperson/entrepreneur,BRANCA,40-50
74671,52.pkl,undergraduate,M,ES,PTB,Sudeste,politician,BRANCA,40-50
74675,52.pkl,other,F,RJ,PMDB,Sudeste,other,,40-50
74676,52.pkl,undergraduate,M,RJ,others,Sudeste,others,,40-50
74680,52.pkl,undergraduate,M,RJ,PSC,Sudeste,judge/lawyer/prosecutor,,60-70
74683,52.pkl,undergraduate,M,RJ,PSDB,Sudeste,politician,,30-40
74686,52.pkl,undergraduate,M,RJ,PT,Sudeste,engineer/architect,BRANCA,50-60
74688,52.pkl,high school,M,RJ,PT,Sudeste,other,BRANCA,40-50
74690,52.pkl,other,F,RJ,PSB,Sudeste,others,,40-50
74692,52.pkl,undergraduate,M,RJ,PSB,Sudeste,dentist/medic,PARDA,50-60
74693,52.pkl,high school,M,RJ,PFL,Sudeste,politician,BRANCA,30-40
74699,52.pkl,undergraduate,F,SP,PT,Sudeste,dentist/medic,,50-60
74700,52.pkl,undergraduate,M,SP,PTB,Sudeste,politician,,50-60
74702,52.pkl,high school,M,SP,PR,Sudeste,politician,,40-50
74705,52.pkl,undergraduate,M,SP,PSB,Sudeste,dentist/medic,BRANCA,40-50
74741,52.pkl,undergraduate,M,MG,PFL,Sudeste,farmer,BRANCA,60-70
74742,52.pkl,high school,M,MG,PFL,Sudeste,businessperson/entrepreneur,,60-70
74744,52.pkl,undergraduate,M,MG,PP**,Sudeste,politician,BRANCA,50-60
74749,52.pkl,undergraduate,M,MG,PMDB,Sudeste,politician,BRANCA,60-70
74752,52.pkl,no education,M,MG,PP**,Sudeste,farmer,BRANCA,50-60
74753,52.pkl,undergraduate,M,MG,PTB,Sudeste,politician,,50-60
74754,52.pkl,undergraduate,M,MG,PT,Sudeste,politician,,50-60
74756,52.pkl,undergraduate,M,PB,PTB,Nordeste,politician,,60-70
74758,52.pkl,undergraduate,M,MG,PFL,Sudeste,judge/lawyer/prosecutor,,50-60
74759,52.pkl,other,M,MG,PP**,Sudeste,politician,,50-60
74762,52.pkl,undergraduate,M,MG,PMDB,Sudeste,politician,BRANCA,40-50
74763,52.pkl,high school,M,MG,PDT,Sudeste,others,,50-60
74765,52.pkl,elementary school,M,MG,PMDB,Sudeste,politician,BRANCA,50-60
74768,52.pkl,high school,M,MG,others,Sudeste,businessperson/entrepreneur,,50-60
74771,52.pkl,undergraduate,M,ES,PP**,Sudeste,politician,,50-60
74776,52.pkl,undergraduate,M,ES,PP**,Sudeste,other,,60-70
74778,52.pkl,undergraduate,M,SP,PFL,Sudeste,broker/economist/banker,,40-50
74779,52.pkl,undergraduate,M,SP,PDT,Sudeste,dentist/medic,,50-60
74780,52.pkl,undergraduate,F,SP,PT,Sudeste,other,BRANCA,40-50
74781,52.pkl,undergraduate,M,SP,PDT,Sudeste,politician,,50-60
74782,52.pkl,undergraduate,M,SP,PT,Sudeste,judge/lawyer/prosecutor,,50-60
74783,52.pkl,undergraduate,M,SP,PSDB,Sudeste,engineer/architect,,40-50
74784,52.pkl,undergraduate,F,SP,PSB,Sudeste,politician,BRANCA,60-70
74786,52.pkl,elementary school,M,SP,PR,Sudeste,others,,50-60
74787,52.pkl,undergraduate,M,SP,others,Sudeste,broker/economist/banker,BRANCA,40-50
74790,52.pkl,undergraduate,M,SP,PTB,Sudeste,judge/lawyer/prosecutor,,30-40
74791,52.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,,50-60
74792,52.pkl,undergraduate,M,SP,PT,Sudeste,other,BRANCA,40-50
74793,52.pkl,high school,M,SP,PT,Sudeste,broker/economist/banker,,40-50
74797,52.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,,40-50
74799,52.pkl,undergraduate,F,MT,PFL,Centro-Oeste,politician,,50-60
74800,52.pkl,elementary school,M,MT,PP**,Centro-Oeste,others,,40-50
74801,52.pkl,undergraduate,M,MT,PSDB,Centro-Oeste,politician,,40-50
74806,52.pkl,undergraduate,M,DF,PMDB,Distrito Federal,politician,BRANCA,50-60
74810,52.pkl,undergraduate,M,GO,PMDB,Centro-Oeste,engineer/architect,,40-50
74812,52.pkl,undergraduate,M,GO,PMDB,Centro-Oeste,engineer/architect,BRANCA,40-50
74813,52.pkl,undergraduate,M,GO,PFL,Centro-Oeste,dentist/medic,,50-60
74828,52.pkl,undergraduate,M,RJ,PFL,Sudeste,politician,,50-60
74829,52.pkl,undergraduate,M,RJ,PSB,Sudeste,dentist/medic,BRANCA,40-50
74830,52.pkl,high school,M,RJ,PMDB,Sudeste,businessperson/entrepreneur,,40-50
74833,52.pkl,undergraduate,M,RJ,PFL,Sudeste,engineer/architect,BRANCA,60-70
74835,52.pkl,high school,M,RJ,PT,Sudeste,others,,40-50
74838,52.pkl,undergraduate,M,RJ,PMDB,Sudeste,engineer/architect,,50-60
74841,52.pkl,high school,M,RJ,PT,Sudeste,others,,60-70
74842,52.pkl,undergraduate,M,RJ,PTB,Sudeste,politician,,40-50
74843,52.pkl,undergraduate,M,RJ,PMDB,Sudeste,university professor,BRANCA,50-60
74844,52.pkl,undergraduate,M,RJ,PP**,Sudeste,politician,,60-70
74846,52.pkl,undergraduate,M,RJ,PSDB,Sudeste,businessperson/entrepreneur,,60-70
74847,52.pkl,undergraduate,M,RJ,PFL,Sudeste,politician,BRANCA,40-50
74848,52.pkl,undergraduate,F,RJ,PCdoB,Sudeste,politician,BRANCA,40-50
74856,52.pkl,undergraduate,F,RJ,PFL,Sudeste,public servant,BRANCA,30-40
74858,52.pkl,high school,M,RJ,PT,Sudeste,others,BRANCA,30-40
74860,52.pkl,undergraduate,M,RJ,PSDB,Sudeste,engineer/architect,,50-60
74862,52.pkl,undergraduate,M,RJ,PDT,Sudeste,politician,BRANCA,50-60
74863,52.pkl,undergraduate,M,RJ,PMDB,Sudeste,others,,50-60
77701,52.pkl,undergraduate,M,SE,others,Nordeste,judge/lawyer/prosecutor,,50-60
129617,52.pkl,no education,M,MT,PR,Centro-Oeste,politician,,60-70
129618,52.pkl,undergraduate,F,CE,PFL,Nordeste,others,BRANCA,40-50
133370,52.pkl,undergraduate,M,SP,PSDB,Sudeste,university professor,,60-70
133371,52.pkl,undergraduate,M,CE,PSDB,Nordeste,university professor,,60-70
133372,52.pkl,high school,M,RO,PMDB,Norte,others,,30-40
133373,52.pkl,high school,M,RS,PT,Sul,others,BRANCA,30-40
133374,52.pkl,undergraduate,M,MG,PDT,Sudeste,dentist/medic,PARDA,30-40
133375,52.pkl,undergraduate,M,SP,others,Sudeste,judge/lawyer/prosecutor,,40-50
133376,52.pkl,undergraduate,M,ES,PMDB,Sudeste,other,,40-50
133377,52.pkl,undergraduate,M,RJ,PDT,Sudeste,others,,30-40
133439,52.pkl,undergraduate,M,CE,PDT,Nordeste,other,BRANCA,30-40
133440,52.pkl,undergraduate,F,TO,PSDB,Norte,other,,40-50
133658,52.pkl,undergraduate,M,GO,PSDB,Centro-Oeste,politician,,30-40
134115,52.pkl,undergraduate,F,MG,PT,Sudeste,others,,40-50
134116,52.pkl,undergraduate,F,MT,PMDB,Centro-Oeste,other,,60-70
134893,52.pkl,elementary school,M,PR,PT,Sul,politician,BRANCA,40-50
135476,52.pkl,high school,M,AL,PSC,Nordeste,broker/economist/banker,BRANCA,40-50
136226,52.pkl,undergraduate,M,MG,PMDB,Sudeste,businessperson/entrepreneur,,40-50
136377,52.pkl,undergraduate,M,SP,others,Sudeste,judge/lawyer/prosecutor,,0-30
136811,52.pkl,undergraduate,M,RS,PP**,Sul,others,BRANCA,30-40
137116,52.pkl,undergraduate,M,PR,PMDB,Sul,judge/lawyer/prosecutor,,40-50
137578,52.pkl,high school,M,RJ,PMDB,Sudeste,others,BRANCA,30-40
137759,52.pkl,undergraduate,M,DF,PMDB,Distrito Federal,public servant,,50-60
137983,52.pkl,high school,M,MA,PMDB,Nordeste,politician,,50-60
138512,52.pkl,high school,M,PR,PPS,Sul,politician,BRANCA,40-50
140241,52.pkl,undergraduate,M,ES,PSDB,Sudeste,politician,BRANCA,50-60
141057,52.pkl,undergraduate,M,RS,PSDB,Sul,others,BRANCA,40-50
141331,52.pkl,undergraduate,M,PE,PSB,Nordeste,judge/lawyer/prosecutor,PARDA,50-60
141334,52.pkl,undergraduate,M,PE,PSB,Nordeste,judge/lawyer/prosecutor,,50-60
141335,52.pkl,elementary school,M,PA,PT,Norte,farmer,PARDA,30-40
141336,52.pkl,high school,M,PE,PSDB,Nordeste,businessperson/entrepreneur,,30-40
141337,52.pkl,undergraduate,M,MA,PSDB,Nordeste,businessperson/entrepreneur,,30-40
141344,52.pkl,undergraduate,M,SP,PSDB,Sudeste,engineer/architect,,30-40
178884,52.pkl,,,,,,,,
74808,52.pkl,,,,,,,,
133872,52.pkl,,,,,,,,
131780,52.pkl,,,,,,,,
164360,52.pkl,,,,,,,,
73773,52.pkl,,,,,,,,
3151,53.pkl,undergraduate,M,MG,DEM,Sudeste,businessperson/entrepreneur,BRANCA,60-70
3155,53.pkl,undergraduate,M,SP,DEM,Sudeste,other,,40-50
4927,53.pkl,undergraduate,M,SP,DEM,Sudeste,engineer/architect,BRANCA,40-50
4928,53.pkl,undergraduate,M,RJ,PRB,Sudeste,others,,40-50
4929,53.pkl,undergraduate,M,BA,PT,Nordeste,judge/lawyer/prosecutor,BRANCA,50-60
4930,53.pkl,undergraduate,M,PE,others,Nordeste,politician,BRANCA,40-50
4931,53.pkl,undergraduate,M,DF,DEM,Distrito Federal,politician,BRANCA,40-50
64960,53.pkl,undergraduate,F,RR,PSB,Norte,politician,BRANCA,50-60
71921,53.pkl,high school,M,ES,PT,Sudeste,politician,,40-50
73416,53.pkl,undergraduate,M,RJ,PMDB,Sudeste,judge/lawyer/prosecutor,BRANCA,50-60
73424,53.pkl,undergraduate,M,RJ,PP**,Sudeste,university professor,BRANCA,70-80
73428,53.pkl,undergraduate,M,SP,PCdoB,Sudeste,others,,40-50
73431,53.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,,60-70
73433,53.pkl,undergraduate,M,SP,PT,Sudeste,dentist/medic,BRANCA,50-60
73434,53.pkl,undergraduate,M,SP,PTB,Sudeste,politician,BRANCA,60-70
73437,53.pkl,undergraduate,M,SP,PP**,Sudeste,engineer/architect,BRANCA,50-60
73441,53.pkl,undergraduate,M,SP,PP**,Sudeste,politician,BRANCA,40-50
73456,53.pkl,undergraduate,M,MS,PMDB,Centro-Oeste,politician,BRANCA,50-60
73457,53.pkl,undergraduate,M,PR,PR,Sul,politician,,50-60
73458,53.pkl,undergraduate,M,PR,PTB,Sul,politician,BRANCA,40-50
73459,53.pkl,undergraduate,M,PR,PT,Sul,politician,,50-60
73460,53.pkl,undergraduate,M,PR,PSDB,Sul,politician,BRANCA,40-50
73461,53.pkl,undergraduate,M,PR,PR,Sul,politician,,40-50
73463,53.pkl,undergraduate,M,PR,PMDB,Sul,politician,BRANCA,50-60
73469,53.pkl,undergraduate,M,SC,PT,Sul,others,BRANCA,50-60
73471,53.pkl,undergraduate,M,SC,PPS,Sul,dentist/medic,,50-60
73472,53.pkl,high school,M,SC,PSDB,Sul,businessperson/entrepreneur,,50-60
73478,53.pkl,undergraduate,M,RS,PSB,Sul,politician,,40-50
73480,53.pkl,undergraduate,M,RS,PMDB,Sul,politician,,50-60
73481,53.pkl,undergraduate,M,RS,PT,Sul,public servant,BRANCA,40-50
73482,53.pkl,undergraduate,M,RS,PT,Sul,dentist/medic,BRANCA,40-50
73483,53.pkl,undergraduate,M,RS,PP**,Sul,engineer/architect,BRANCA,50-60
73486,53.pkl,undergraduate,M,RS,PDT,Sul,judge/lawyer/prosecutor,BRANCA,40-50
73490,53.pkl,undergraduate,M,MT,PTB,Centro-Oeste,politician,,50-60
73492,53.pkl,undergraduate,M,RJ,PT,Sudeste,politician,,60-70
73507,53.pkl,high school,F,ES,PMDB,Sudeste,politician,,50-60
73531,53.pkl,undergraduate,M,SP,others,Sudeste,politician,BRANCA,50-60
73534,53.pkl,high school,M,SP,PT,Sudeste,politician,,40-50
73535,53.pkl,undergraduate,M,SP,DEM,Sudeste,engineer/architect,BRANCA,50-60
73536,53.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,BRANCA,50-60
73540,53.pkl,high school,M,SP,PT,Sudeste,others,,50-60
73542,53.pkl,undergraduate,M,SP,DEM,Sudeste,dentist/medic,,70-80
73552,53.pkl,undergraduate,M,SP,PMDB,Sudeste,politician,,60-70
73553,53.pkl,undergraduate,M,SP,PTB,Sudeste,politician,BRANCA,60-70
73555,53.pkl,undergraduate,M,SP,PMDB,Sudeste,businessperson/entrepreneur,BRANCA,40-50
73556,53.pkl,undergraduate,M,SP,PSC,Sudeste,judge/lawyer/prosecutor,,60-70
73557,53.pkl,undergraduate,M,SP,PTB,Sudeste,politician,,60-70
73558,53.pkl,undergraduate,M,SP,DEM,Sudeste,other,,30-40
73560,53.pkl,undergraduate,M,SP,PSDB,Sudeste,other,BRANCA,50-60
73561,53.pkl,undergraduate,F,SP,PT,Sudeste,judge/lawyer/prosecutor,BRANCA,60-70
73564,53.pkl,elementary school,M,SP,PP**,Sudeste,others,,40-50
73565,53.pkl,undergraduate,M,SP,PR,Sudeste,businessperson/entrepreneur,,50-60
73577,53.pkl,undergraduate,M,RS,PT,Sul,politician,,50-60
73579,53.pkl,undergraduate,M,DF,DEM,Distrito Federal,politician,PARDA,40-50
73584,53.pkl,undergraduate,M,SP,PSDB,Sudeste,university professor,BRANCA,50-60
73586,53.pkl,undergraduate,M,MG,PSB,Sudeste,politician,BRANCA,30-40
73588,53.pkl,undergraduate,M,CE,PMDB,Nordeste,politician,BRANCA,70-80
73594,53.pkl,undergraduate,F,TO,DEM,Norte,university professor,,40-50
73599,53.pkl,high school,M,RS,PTB,Sul,politician,,50-60
73612,53.pkl,undergraduate,M,RJ,PMDB,Sudeste,others,,70-80
73651,53.pkl,no education,M,MT,PP**,Centro-Oeste,farmer,,50-60
73653,53.pkl,undergraduate,M,MT,PR,Centro-Oeste,politician,,40-50
73655,53.pkl,undergraduate,M,DF,PPS,Distrito Federal,others,BRANCA,50-60
73658,53.pkl,undergraduate,M,DF,PR,Distrito Federal,dentist/medic,,60-70
73660,53.pkl,undergraduate,M,DF,DEM,Distrito Federal,businessperson/entrepreneur,,70-80
73666,53.pkl,undergraduate,M,GO,PTB,Centro-Oeste,politician,BRANCA,50-60
73673,53.pkl,undergraduate,M,GO,PT,Centro-Oeste,judge/lawyer/prosecutor,,60-70
73674,53.pkl,undergraduate,M,GO,PP**,Centro-Oeste,politician,PARDA,60-70
73676,53.pkl,undergraduate,M,GO,PR,Centro-Oeste,politician,,40-50
73682,53.pkl,undergraduate,M,SP,PDT,Sudeste,other,BRANCA,50-60
73684,53.pkl,undergraduate,M,RS,PT,Sul,politician,,40-50
73692,53.pkl,undergraduate,M,RS,PMDB,Sul,dentist/medic,BRANCA,50-60
73696,53.pkl,undergraduate,F,SC,PP**,Sul,public servant,BRANCA,50-60
73718,53.pkl,undergraduate,M,DF,PT,Distrito Federal,politician,,60-70
73761,53.pkl,undergraduate,M,MS,PMDB,Centro-Oeste,politician,,70-80
73764,53.pkl,high school,M,PR,DEM,Sul,farmer,,50-60
73765,53.pkl,undergraduate,M,PR,PSDB,Sul,engineer/architect,,70-80
73768,53.pkl,undergraduate,M,PR,PP**,Sul,politician,BRANCA,50-60
73772,53.pkl,undergraduate,M,PR,PMDB,Sul,politician,BRANCA,40-50
73777,53.pkl,undergraduate,M,PR,DEM,Sul,businessperson/entrepreneur,,40-50
73778,53.pkl,undergraduate,M,PR,PSDB,Sul,politician,BRANCA,50-60
73780,53.pkl,undergraduate,M,PR,PMDB,Sul,politician,,60-70
73781,53.pkl,elementary school,M,PR,PP**,Sul,politician,BRANCA,60-70
73782,53.pkl,high school,M,PR,PMDB,Sul,politician,,60-70
73786,53.pkl,undergraduate,M,PR,PMDB,Sul,politician,BRANCA,60-70
73788,53.pkl,undergraduate,M,PR,PP**,Sul,politician,BRANCA,40-50
73793,53.pkl,undergraduate,M,SC,PMDB,Sul,others,BRANCA,50-60
73801,53.pkl,undergraduate,M,PE,PCdoB,Nordeste,politician,BRANCA,40-50
73808,53.pkl,high school,M,BA,PDT,Nordeste,politician,BRANCA,40-50
73809,53.pkl,undergraduate,M,BA,others,Nordeste,dentist/medic,,50-60
73817,53.pkl,undergraduate,M,MS,PP**,Centro-Oeste,politician,BRANCA,50-60
73873,53.pkl,undergraduate,M,SC,PMDB,Sul,politician,,50-60
73874,53.pkl,undergraduate,M,SC,PP**,Sul,politician,BRANCA,40-50
73875,53.pkl,undergraduate,M,SC,DEM,Sul,engineer/architect,,50-60
73882,53.pkl,undergraduate,M,SC,PSDB,Sul,politician,,40-50
73883,53.pkl,undergraduate,M,SC,DEM,Sul,judge/lawyer/prosecutor,BRANCA,40-50
73886,53.pkl,no education,M,RS,PT,Sul,politician,,60-70
73891,53.pkl,undergraduate,M,RS,PMDB,Sul,dentist/medic,BRANCA,50-60
73892,53.pkl,undergraduate,M,RS,PMDB,Sul,politician,,60-70
73893,53.pkl,undergraduate,M,RS,PDT,Sul,judge/lawyer/prosecutor,BRANCA,40-50
73904,53.pkl,undergraduate,M,RS,PMDB,Sul,politician,,50-60
73907,53.pkl,undergraduate,M,RS,PPS,Sul,politician,,50-60
73909,53.pkl,undergraduate,M,RS,PMDB,Sul,judge/lawyer/prosecutor,,70-80
73921,53.pkl,undergraduate,M,RR,PTB,Norte,politician,PARDA,40-50
73924,53.pkl,high school,M,AP,DEM,Norte,politician,,0-30
73926,53.pkl,high school,F,AP,PSB,Norte,other,PARDA,50-60
73928,53.pkl,undergraduate,F,PA,PMDB,Norte,politician,,30-40
73929,53.pkl,undergraduate,M,PA,PMDB,Norte,politician,,60-70
73930,53.pkl,high school,M,PA,PMDB,Norte,politician,PARDA,40-50
73931,53.pkl,elementary school,M,PA,PT,Norte,politician,BRANCA,40-50
73933,53.pkl,undergraduate,M,PA,PMDB,Norte,broker/economist/banker,,40-50
73934,53.pkl,undergraduate,M,AM,PP**,Norte,politician,PARDA,50-60
73936,53.pkl,undergraduate,M,AM,PMDB,Norte,politician,,50-60
73937,53.pkl,elementary school,M,RO,PT,Norte,politician,PARDA,50-60
73938,53.pkl,undergraduate,M,RO,PT,Norte,politician,,40-50
73940,53.pkl,undergraduate,M,AC,PT,Norte,politician,BRANCA,40-50
73943,53.pkl,high school,F,AC,PCdoB,Norte,politician,PARDA,40-50
73945,53.pkl,high school,M,TO,PSDB,Norte,politician,,30-40
73981,53.pkl,undergraduate,M,RR,DEM,Norte,politician,,50-60
73982,53.pkl,undergraduate,M,RR,PR,Norte,broker/economist/banker,BRANCA,50-60
73987,53.pkl,undergraduate,M,AP,others,Norte,others,,40-50
73993,53.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,,60-70
73994,53.pkl,undergraduate,M,RS,PSDB,Sul,judge/lawyer/prosecutor,,40-50
73998,53.pkl,no education,M,RJ,PSDB,Sudeste,others,,70-80
74000,53.pkl,high school,M,PR,PR,Sul,politician,,50-60
74005,53.pkl,undergraduate,M,AL,PMDB,Nordeste,politician,,40-50
74010,53.pkl,undergraduate,M,SC,PMDB,Sul,engineer/architect,BRANCA,50-60
74016,53.pkl,undergraduate,M,MA,PSC,Nordeste,judge/lawyer/prosecutor,PARDA,60-70
74018,53.pkl,high school,M,MA,PMDB,Nordeste,politician,,50-60
74024,53.pkl,undergraduate,M,RJ,DEM,Sudeste,engineer/architect,,50-60
74026,53.pkl,undergraduate,M,MA,DEM,Nordeste,politician,,30-40
74027,53.pkl,undergraduate,M,MA,PSB,Nordeste,dentist/medic,,50-60
74032,53.pkl,high school,M,CE,PR,Nordeste,politician,BRANCA,50-60
74037,53.pkl,undergraduate,F,RN,PT,Nordeste,university professor,,50-60
74038,53.pkl,high school,M,RN,PP**,Nordeste,farmer,,60-70
74039,53.pkl,undergraduate,F,RN,PSB,Nordeste,judge/lawyer/prosecutor,BRANCA,50-60
74041,53.pkl,undergraduate,M,PB,PT,Nordeste,public servant,BRANCA,60-70
74042,53.pkl,undergraduate,M,PB,PSDB,Nordeste,judge/lawyer/prosecutor,,60-70
74043,53.pkl,high school,M,PB,PR,Nordeste,politician,PARDA,40-50
74044,53.pkl,undergraduate,M,PB,PMDB,Nordeste,politician,PARDA,40-50
74045,53.pkl,undergraduate,M,PE,PT,Nordeste,politician,,40-50
74047,53.pkl,undergraduate,M,PE,PDT,Nordeste,politician,BRANCA,50-60
74048,53.pkl,high school,M,PE,PPS,Nordeste,politician,PARDA,50-60
74050,53.pkl,undergraduate,M,AL,PR,Nordeste,politician,BRANCA,30-40
74055,53.pkl,undergraduate,M,SE,DEM,Nordeste,engineer/architect,,50-60
74056,53.pkl,undergraduate,M,SE,DEM,Nordeste,judge/lawyer/prosecutor,BRANCA,30-40
74057,53.pkl,undergraduate,F,BA,PCdoB,Nordeste,politician,PARDA,40-50
74058,53.pkl,undergraduate,M,BA,DEM,Nordeste,politician,,0-30
74059,53.pkl,undergraduate,M,BA,others,Nordeste,politician,BRANCA,40-50
74060,53.pkl,high school,M,BA,PCdoB,Nordeste,politician,PARDA,50-60
74061,53.pkl,undergraduate,M,BA,others,Nordeste,politician,,40-50
74062,53.pkl,undergraduate,M,BA,DEM,Nordeste,politician,,30-40
74063,53.pkl,undergraduate,M,BA,DEM,Nordeste,politician,,40-50
74065,53.pkl,undergraduate,F,AP,PMDB,Norte,others,BRANCA,40-50
74075,53.pkl,undergraduate,F,PA,PMDB,Norte,politician,BRANCA,60-70
74076,53.pkl,undergraduate,M,PA,PP**,Norte,judge/lawyer/prosecutor,PARDA,70-80
74077,53.pkl,undergraduate,M,PA,PDT,Norte,farmer,BRANCA,50-60
74080,53.pkl,undergraduate,M,PA,PSDB,Norte,engineer/architect,PARDA,50-60
74082,53.pkl,high school,M,PA,PT,Norte,others,,50-60
74087,53.pkl,undergraduate,M,PA,DEM,Norte,others,,40-50
74090,53.pkl,undergraduate,M,AM,PMDB,Norte,politician,PARDA,50-60
74099,53.pkl,undergraduate,M,RO,PT,Norte,judge/lawyer/prosecutor,,50-60
74102,53.pkl,undergraduate,M,SE,DEM,Nordeste,judge/lawyer/prosecutor,,40-50
74103,53.pkl,undergraduate,M,CE,PSB,Nordeste,engineer/architect,BRANCA,60-70
74108,53.pkl,high school,M,MG,PSDB,Sudeste,politician,,40-50
74111,53.pkl,undergraduate,M,MT,PP**,Centro-Oeste,politician,,40-50
74119,53.pkl,undergraduate,M,SP,PSDB,Sudeste,public servant,,40-50
74120,53.pkl,elementary school,M,MG,PMDB,Sudeste,businessperson/entrepreneur,,40-50
74124,53.pkl,undergraduate,M,MS,PMDB,Centro-Oeste,judge/lawyer/prosecutor,BRANCA,40-50
74133,53.pkl,undergraduate,M,BA,PT,Nordeste,politician,PRETA,50-60
74139,53.pkl,undergraduate,M,BA,PT,Nordeste,politician,,60-70
74140,53.pkl,high school,M,BA,PDT,Nordeste,politician,BRANCA,60-70
74142,53.pkl,undergraduate,M,BA,DEM,Nordeste,politician,,50-60
74143,53.pkl,undergraduate,M,BA,PFL,Nordeste,politician,,0-30
74145,53.pkl,undergraduate,M,BA,PT,Nordeste,engineer/architect,,50-60
74148,53.pkl,undergraduate,M,MG,others,Sudeste,judge/lawyer/prosecutor,,40-50
74150,53.pkl,undergraduate,M,MG,PPS,Sudeste,politician,,50-60
74151,53.pkl,undergraduate,M,MG,PPS,Sudeste,politician,BRANCA,60-70
74156,53.pkl,undergraduate,M,MG,PT,Sudeste,politician,PRETA,50-60
74158,53.pkl,undergraduate,M,MG,PDT,Sudeste,dentist/medic,BRANCA,50-60
74159,53.pkl,undergraduate,M,MG,PT,Sudeste,politician,BRANCA,0-30
74161,53.pkl,undergraduate,M,MG,PT,Sudeste,broker/economist/banker,BRANCA,30-40
74162,53.pkl,high school,F,ES,PT,Sudeste,politician,BRANCA,40-50
74163,53.pkl,undergraduate,M,ES,PDT,Sudeste,dentist/medic,BRANCA,40-50
74165,53.pkl,high school,M,ES,PR,Sudeste,politician,PARDA,30-40
74169,53.pkl,undergraduate,M,RJ,PMDB,Sudeste,politician,,30-40
74171,53.pkl,undergraduate,M,RJ,others,Sudeste,politician,BRANCA,50-60
74172,53.pkl,undergraduate,M,RJ,PSC,Sudeste,politician,BRANCA,40-50
74173,53.pkl,undergraduate,M,RJ,PMDB,Sudeste,politician,BRANCA,40-50
74177,53.pkl,undergraduate,F,RO,PMDB,Norte,other,BRANCA,40-50
74189,53.pkl,undergraduate,M,TO,PSDB,Norte,farmer,BRANCA,50-60
74191,53.pkl,high school,M,TO,PMDB,Norte,politician,BRANCA,60-70
74197,53.pkl,undergraduate,M,MA,PT,Nordeste,politician,PRETA,40-50
74198,53.pkl,undergraduate,M,MA,PP**,Nordeste,businessperson/entrepreneur,,50-60
74200,53.pkl,undergraduate,M,MA,PMDB,Nordeste,politician,PARDA,50-60
74207,53.pkl,undergraduate,M,MA,PMDB,Nordeste,politician,BRANCA,70-80
74209,53.pkl,undergraduate,M,MA,PSDB,Nordeste,businessperson/entrepreneur,,40-50
74210,53.pkl,undergraduate,M,MA,others,Nordeste,politician,BRANCA,40-50
74211,53.pkl,undergraduate,M,MA,PSDB,Nordeste,dentist/medic,,50-60
74212,53.pkl,undergraduate,M,CE,PMDB,Nordeste,politician,PARDA,50-60
74216,53.pkl,undergraduate,M,CE,PSDB,Nordeste,politician,BRANCA,50-60
74218,53.pkl,undergraduate,M,BA,PT,Nordeste,politician,,40-50
74222,53.pkl,undergraduate,M,PA,PMDB,Norte,politician,,60-70
74230,53.pkl,undergraduate,M,BA,PMDB,Nordeste,dentist/medic,BRANCA,50-60
74238,53.pkl,undergraduate,M,PR,PMDB,Sul,politician,,60-70
74254,53.pkl,undergraduate,M,RJ,PMDB,Sudeste,politician,BRANCA,0-30
74257,53.pkl,undergraduate,M,RJ,PDT,Sudeste,politician,,40-50
74258,53.pkl,high school,M,RJ,PR,Sudeste,politician,BRANCA,30-40
74262,53.pkl,undergraduate,M,SP,PSDB,Sudeste,politician,BRANCA,40-50
74263,53.pkl,high school,M,SP,PPS,Sudeste,politician,,50-60
74264,53.pkl,high school,M,SP,PT,Sudeste,others,BRANCA,60-70
74265,53.pkl,undergraduate,M,SP,PPS,Sudeste,politician,,50-60
74269,53.pkl,undergraduate,M,SP,PR,Sudeste,politician,,60-70
