id,weighted_feature,weight,x,y
220665,education,100.0,0.3809633246128792,0.9245901499042167
160586,education,100.0,0.482442704109831,-0.8759275296799354
74480,education,100.0,0.9807539372154551,0.19524782876227606
74463,education,100.0,0.4173679492034953,-0.9087375831215899
74849,education,100.0,-0.37304580043786384,-0.9278129287607892
160609,education,100.0,0.5196517861041698,0.8543781488303327
74683,education,100.0,-0.4896233279825766,-0.8719340552445846
73459,education,100.0,0.4026014361330029,-0.9153753785325688
74089,education,100.0,0.5144548094609445,-0.857517491962994
160677,education,100.0,0.9988940492069807,0.04701785255498247
162332,education,100.0,0.49878851114532147,-0.8667237282718372
164361,education,100.0,0.6281372276012038,-0.7781025789068389
178897,education,100.0,0.38788852794255696,-0.9217062926391227
204463,education,100.0,0.3003921554142917,-0.9538157856554671
74225,education,100.0,0.6897090520536489,-0.7240866132689218
123756,education,100.0,0.579989874221645,-0.814623683549871
160513,education,100.0,0.4493412055277061,-0.8933602190689418
220563,education,100.0,0.45698866793864074,0.8894725163689245
178842,education,100.0,0.6630939814736101,-0.7485361525894896
160625,education,100.0,0.9991266007868624,0.04178559081896063
215042,education,100.0,0.332907816309886,0.9429593765585998
178970,education,100.0,-0.47499964277821943,0.8799859881614956
220577,education,100.0,0.6563196462495153,-0.754482950070385
89282,education,100.0,0.6418286006016589,-0.7668481254131851
141560,education,100.0,0.4773879917052479,-0.8786926114265615
74588,education,100.0,-0.5976663325205295,-0.8017449438390366
204499,education,100.0,0.3308671844582308,-0.9436773316386714
73660,education,100.0,-0.3437063990269126,-0.9390771593793307
160549,education,100.0,0.6613235672543498,0.750100752828566
178898,education,100.0,0.4363877268203438,-0.8997587187021713
219585,education,100.0,-0.576612592453227,-0.8170176976200507
74167,education,100.0,0.6639502316907946,0.7477767647083855
73486,education,100.0,0.2847502540396294,-0.9586017383795872
160530,education,100.0,0.4289160647624019,-0.9033443470729947
141394,education,100.0,0.3708557003534268,-0.9286905025439688
133377,education,100.0,0.484490943475138,-0.8747962766785022
74782,education,100.0,-0.3879845619669837,-0.9216658720356785
73933,education,100.0,0.2949602437207705,-0.9555095261818082
160548,education,100.0,0.41797481764804356,0.908458613153117
171786,education,100.0,0.5953892745916015,-0.8034373726067804
74570,education,100.0,0.45343319240645674,-0.891290266986064
74402,education,100.0,0.9907168476877001,0.13594163345990268
220536,education,100.0,0.2777225141011818,-0.9606613373927978
221339,education,100.0,0.3761922090780499,-0.9265416460305369
141379,education,100.0,0.7343577630526265,-0.6787626063981004
162174,education,100.0,0.4456259889668998,-0.895219234577359
160974,education,100.0,0.5658413097830873,-0.824514167339143
74095,education,100.0,-0.46433725592698666,-0.8856584628163365
220614,education,100.0,0.6029909496927987,-0.7977480270038759
220603,education,100.0,0.31990491203270205,-0.9474496542072033
99654,education,100.0,0.4794028424458198,0.8775949604771375
160644,education,100.0,0.5714099042402155,-0.8206648044946169
178915,education,100.0,0.3618173902822645,-0.9322489882479528
152609,education,100.0,0.4790932880043077,0.8777639895719245
73580,education,100.0,0.5141500443735314,-0.8577002575904333
74374,education,100.0,0.6461580415301998,-0.7632036329616471
74699,education,100.0,0.4111017861405153,-0.9115894478503347
73576,education,100.0,0.6586569123395867,0.7524434010789662
225727,education,100.0,0.44953895273528904,-0.893260729000027
141510,education,100.0,0.29731030940875103,-0.9547809067630504
160631,education,100.0,-0.6249715038365179,0.780647564136545
226708,education,100.0,0.4860277781501169,-0.8739433613607124
74800,education,100.0,-0.31093902091509484,-0.9504298634156874
178964,education,100.0,0.42007923540260605,0.9074874302069214
179587,education,100.0,-0.3314152099536119,-0.9434850070941262
74328,education,100.0,-0.6649249517233657,-0.7469101743688324
74353,education,100.0,-0.41236572892029943,-0.9110183892831308
73794,education,100.0,-0.6802251207883551,-0.7330032640094228
204528,education,100.0,0.6453740269002053,-0.7638667196590078
74457,education,100.0,0.369031455881283,-0.9294169056834186
160535,education,100.0,-0.9993032276762457,-0.03732370769145815
150635,education,100.0,0.682980852729481,0.7304362770323712
175212,education,100.0,0.5118544308335842,-0.8590721981510213
74238,education,100.0,-0.45646488043874106,-0.8897414303751657
74660,education,100.0,0.3474100047192127,-0.9377133296594417
178851,education,100.0,0.3390457127296687,0.9407698999647209
122158,education,100.0,0.388254647864114,-0.9215521300566305
107970,education,100.0,0.45211265204287443,0.8919608454762792
74299,education,100.0,0.4963106379093182,-0.8681450055711002
74149,education,100.0,0.6216176169391603,-0.7833208399569613
178927,education,100.0,0.5931434689973503,0.8050967800120613
141344,education,100.0,0.6494191109393331,-0.7604306795144223
204546,education,100.0,0.5974872336543886,-0.8018784232164038
141453,education,100.0,0.29821696248866864,0.9544981106759887
220571,education,100.0,0.5313821494136047,0.8471322277452189
74684,education,100.0,0.4138476681458339,-0.9103461471167195
178928,education,100.0,0.45060933248990503,0.8927212495919441
178836,education,100.0,0.6598361133903914,-0.7514095444335682
204526,education,100.0,0.5895701734621243,-0.8077171600033274
73591,education,100.0,0.5756262164430584,0.8177129440967956
73891,education,100.0,-0.6521223134265001,-0.7581137700446218
74307,education,100.0,-0.27435015187054446,-0.9616298633926721
73873,education,100.0,-0.34466481961386297,-0.9387258183945637
141433,education,100.0,0.35665356114056834,-0.9342367137539345
81297,education,100.0,-0.2958583198378074,0.9552318328985637
218086,education,100.0,0.32543272668892465,0.9455651962714214
74645,education,100.0,-0.33896741039356687,-0.9407981157990694
204549,education,100.0,0.5914416276333623,-0.8063478164554049
204436,education,100.0,0.4047405688345958,-0.9144315567277016
74535,education,100.0,-0.32961138694204895,-0.944116694904893
178948,education,100.0,0.659563607799223,-0.7516487525878512
178907,education,100.0,0.4919806970990063,0.8706061070782675
73474,education,100.0,-0.9845504289467314,-0.17510126458940042
141415,education,100.0,0.6589012350529693,-0.7522294612986596
74469,education,100.0,-0.5602110230943876,-0.8283499318546115
214865,education,100.0,0.6041333552199938,0.796883234301383
178914,education,100.0,0.38242521722369804,-0.9239864464543879
74663,education,100.0,-0.5805009046444841,-0.8142596021582648
204440,education,100.0,0.552262316644739,-0.8336703986673546
160565,education,100.0,0.3275241942938442,-0.9448427922951882
74585,education,100.0,-0.4073723291604935,-0.9132621668690512
204569,education,100.0,0.482427636807555,-0.875935828268417
74147,education,100.0,0.49037030230713885,-0.8715141803867595
220558,education,100.0,0.3393498954268425,-0.9406602194596043
74521,education,100.0,-0.48418006432366784,-0.8749683796066741
160622,education,100.0,0.6618733477402597,-0.7496156825674748
74174,education,100.0,-0.6377969781311399,-0.770204527828022
73539,education,100.0,0.35564132526067227,0.9346225161886658
74685,education,100.0,-0.6246528066375002,-0.7809026003029403
141380,education,100.0,0.47628747785951947,-0.8792896214753235
74686,education,100.0,0.32344023343656897,-0.9462486012642226
204437,education,100.0,0.5388033064511129,0.8424315977913863
215361,education,100.0,0.42230781142150553,-0.9064524876751004
152611,education,100.0,0.98531016868522,0.1707743291174149
178934,education,100.0,0.6366070002235972,-0.7711883863663359
178848,education,100.0,0.4882460075005663,0.8727060422385976
204384,education,100.0,0.6435412414405519,-0.7654114387472618
137853,education,100.0,0.6508342673852802,0.7592198340382484
178922,education,100.0,0.5366634218227678,-0.8437964041624484
141506,education,100.0,0.36372633965240403,-0.9315058506757025
